0x1d1
0x3c4
0x55e
0x5a4
0x5ce
0x9b7
0xb69
0xb94
0xc97
0xd09
0xd7f
0xd96
0xdc6
0xe53
0xe76
0xec5
0x10af
0x10d0
0x12ad
0x130e
0x1390
0x1479
0x1508
0x1606
0x1638
0x16d7
