0x60	0x61353738
0x17	0x3537
0x1c	0x66666666666666
0x26	0x303630303230
0x2d	0x3630
0x3b	0x3961
0x41	0x383131
0x4b	0x35373830363331
0x54	0x36346236
0x6f	0x31343631303066
0x81	0x6530386331
0x96	0x656665396231
0xaa	0x3132
0xae	0x3734653134
0xc0	0x316231
0xc5	0x663631343631
0xce	0x313537
0xd6	0x663031653561
0xe4	0x3735373830
0xec	0x30363937383837
0xfa	0x64353738303633
0x102	0x32626561663539
0x115	0x363030
0x11c	0x64356236313030
0x124	0x383630
0x12c	0x3036
0x133	0x3033
0x158	0x3433
0x15e	0x34333536
0x164	0x343335363130
0x16d	0x35363562
0x192	0x33356236313030
0x19a	0x383630
0x19e	0x66363030343335
0x1ae	0x3036
0x1b5	0x3033
0x1d4	0x3433
0x1da	0x34333536
0x1e0	0x343335363130
0x1e9	0x353635623334
0x200	0x64356236313031
0x20e	0x373536
0x213	0x363034
0x220	0x3036
0x227	0x3033
0x248	0x33356236313030
0x250	0x383630
0x254	0x66363030343335
0x264	0x3036
0x26b	0x3033
0x28a	0x3433
0x290	0x34333536
0x296	0x343335363130
0x2a6	0x36353635
0x2ab	0x333431
0x2be	0x64356236313031
0x2ce	0x3036
0x2d5	0x3033
0x2e3	0x3938
0x2e9	0x363034
0x30e	0x33356236313030
0x316	0x383630
0x31a	0x66363030343335
0x32a	0x3036
0x331	0x3033
0x350	0x3433
0x356	0x34333536
0x35d	0x6536
0x363	0x363130
0x368	0x383630
0x370	0x3036
0x377	0x3033
0x39c	0x3433
0x3a2	0x34333536
0x3a9	0x6234353635
0x3af	0x363130
0x3b4	0x383630
0x3b8	0x66363030343335
0x3c8	0x3036
0x3cf	0x3033
0x3ee	0x3433
0x3f7	0x353635623631
0x400	0x383630
0x408	0x3036
0x40f	0x3033
0x434	0x3433
0x43a	0x34333536
0x440	0x343335363131
0x449	0x3536
0x44d	0x363130
0x452	0x383630
0x45a	0x3036
0x461	0x3033
0x486	0x3433
0x48c	0x34333536
0x495	0x3536356236
0x4ae	0x3036
0x4b5	0x3033
0x4bf	0x34323664
0x4e0	0x66666666666666
0x4ec	0x303630303230
0x4f3	0x3032
0x51b	0x313531
0x52e	0x64356236313032
0x536	0x36356130
0x53c	0x31313531353631
0x546	0x3935
0x550	0x64356235303530
0x578	0x3036
0x57f	0x3033
0x58f	0x393463383239
0x5b0	0x66666666666666
0x5bc	0x303630303230
0x5c3	0x3032
0x5eb	0x313531
0x5fe	0x64356236313032
0x606	0x36356130
0x60c	0x31313531353631
0x620	0x64356235303530
0x63e	0x3036
0x645	0x3033
0x64d	0x66623866
0x670	0x303630303230
0x677	0x3633
