0x1d8
0x1fa
0x801
0x9bc
0xb72
0xbf0
0xc10
0xf00
0xf47
0x1364
0x1472
0x1490
0x1504
0x1570
0x1625
0x16c4
0x1916
0x198d
0x19ad
0x1a6c
0x1ac4
0x1adc
0x1ca4
0x1dbe
0x1f26
0x1fc0
0x2068
0x20fc
0x2128
0x2170
0x21be
0x2233
0x2442
0x24ea
0x2515
0x2562
0x2666
0x2736
0x2804
0x282e
0x294a
0x2991
0x2a50
0x2b62
0x2b9d
0x2c84
0x2f26
0x2f68
0x2fda
0x305a
0x3074
0x3192
0x31fb
0x33e8
0x341e
0x343c
0x3456
0x358e
0x35ec
0x360e
0x3808
0x3898
0x398a
0x3a1a
0x3a72
0x3bc5
0x3be7
