0x119	0x127	0	0x117
0x17c	0x18a	0	0x17a
0x1c9	0x1d7	0	0x6c9
0x200	0x20e	0	0x1fe
0x24d	0x25b	0	0x6f4
0x305	0x313	0	0x303
0x422	0x427	0	0x40d
0x4c0	0x4c5	0	0x4ab
0x51c	0x531	0	0x51a
0x522	0x531	32	0xaea
0x688	0x68d	0	0x676
0x6b9	0x6c2	32	0x6b5
0x6bd	0x6c2	0	0x1b4
0x6e4	0x6ed	32	0x6e0
0x6e8	0x6ed	0	0x238
0x896	0x8a2	0	0x894
0x89c	0x8a2	32	0x864
0x8dc	0x8e8	0	0x8da
0x8e2	0x8e8	32	0x8aa
0x95b	0x967	0	0x959
0x961	0x967	32	0x929
0x9aa	0x9b6	0	0x9a8
0x9b0	0x9b6	32	0x978
0x9ee	0x9fa	0	0x9ec
0x9f4	0x9fa	32	0x9bc
0xa32	0xa3e	0	0xa30
0xa38	0xa3e	32	0xa00
0xac2	0xad0	0	0x9b7
