0x12e
0x179
0x1f8
0x37a
0x37f
0x4af
0x4f3
0x550
0x557
0x5db
0x61f
0x6ad
0x70a
0x88b
0x8f4
0x922
0x940
0x998
0x9e3
0xa7b
0xb90
0xc48
0xda6
0xebe
0xee8
0xff9
0x1194
0x11fe
0x128a
0x1311
0x13e4
0x143c
0x145c
0x150d
0x159c
0x15e6
0x1640
0x16aa
0x1749
0x180a
0x1879
0x190d
0x1926
0x193b
