0x0	30
0xc	6
0x1a	34
0x6d	11
0xa9	11
0xf0	11
0x142	6
0x18e	6
0x1e8	6
0x236	6
0x29c	6
0x344	6
0x372	6
0x3ca	6
0x40e	6
0x450	6
0x49e	6
0x4e2	6
0x53a	6
0x820	6
0x88c	108
0x959	108
0x9e0	108
0xa87	108
0xb5c	230
0xbad	17
0xbd2	108
0xc7f	6
0xc93	6
0xdeb	108
0xe62	109
0x13bb	6
0x13ce	6
0x1528	11
0x152e	11
0x1534	11
0x11b80x152a	6
0x11b80x1530	6
0x11b80x1536	6
0x119e0x152a	6
0x119e0x1530	6
0x119e0x1536	6
0x11740x152a	6
0x11740x1530	6
0x11740x1536	6
0x10c30x152a	6
0x10c30x1530	6
0x10c30x1536	6
0x10a90x152a	6
0x10a90x1530	6
0x10a90x1536	6
0x107f0x152a	6
0x107f0x1530	6
0x107f0x1536	6
0x7140x130	6
0x7140x51e	6
0x6fa0x130	6
0x6fa0x51e	6
0x6d00x130	6
0x6d00x51e	6
0x58d0x130	6
0x58d0x51e	6
0x11830x152a	16
0x11830x1530	16
0x11830x1536	16
0x108e0x152a	16
0x108e0x1530	16
0x108e0x1536	16
0x6df0x130	16
0x6df0x51e	16
0x75e	0
0x7b7	0
0x911	0
0xb68	0
0xb92	0
0x56f0x130	0
0x56f0x51e	0
0x10	24
0xad	23
0x71	23
0x121	7
0xf4	23
0x12e	1
0x556	17
0x15c	1
0x146	57
0x166	50
0x71d	215
0x1be	56
0x192	63
0x723	39
0x1ec	90
0x740	24
0x250	90
0x23a	57
0x752	229
0x2d6	1
0x2a0	90
0x7a9	232
0x2e0	50
0x86c	215
0x2fe	50
0x872	215
0x31c	50
0x878	215
0x35e	1
0x348	57
0x87e	17
0x38c	56
0x376	57
0x903	232
0x3fa	1
0x3ce	63
0x94b	17
0x43c	1
0x412	111
0x9d2	17
0x454	90
0xa67	24
0x4ce	1
0x4a2	63
0xa79	17
0x4e6	90
0xb38	24
0x526	1
0xb4b	4
0x554	1
0x53e	57
0xbc4	17
0x55f	9
0xcf5	36
0xde1	222
0x75f	758
0x100	22
0x7b8	340
0x824	5288
0x887	14
0x8f9	5025
0x912	323
0x954	14
0x9c6	18
0x9cf	11
0x132b	36
0x9db	14
0xa4d	15057
0xa82	14
0xaf4	5278
0xbc1	11
0xb69	291
0xba7	17
0xb93	269
0xbb6	26
0xbb5	1
0xb4e	234
0xbcd	14
0xc3f	5025
0xc83	21
0xc8d	17
0xc97	5364
0xd09	1172
0x1385	38
0xe58	223
0xeb2	5262
0xeed	26
0xee5	22
0xf16	26
0xf0e	22
0xf40	109
0xf38	22
0xfae	1
0x133f	1172
0xc49	38
0x13bf	21
0x13c9	14
0x13d2	5364
0x14ec	12
0x1519	12
0x151c	12
0x151f	12
0x1522	12
0x1525	12
0x150a	12
0x150d	12
0x1510	12
0x1513	12
0x1516	12
0x14fb	12
0x14fe	12
0x1501	12
0x1504	12
0x1507	12
0x14ef	12
0x14f2	12
0x14f5	12
0x14f8	12
0x126	15
0x130	40
0x15e	15
0x17c	40
0x1d6	40
0x224	40
0x28a	40
0x2d8	15
0x2f6	15
0x314	15
0x332	40
0x360	40
0x3b8	40
0x3fc	40
0x43e	40
0x48c	40
0x4d0	40
0x51e	15
0x528	40
0x152a	234
0x1530	234
0x1536	234
0x2b	22
0x36	22
0x41	22
0x4c	22
0x57	22
0x62	22
0x7d	22
0x88	22
0x93	22
0x9e	22
0xb9	22
0xc4	22
0xcf	22
0xda	22
0xe5	22
0x10b	22
0x116	22
0xb84	233
0x7230x17c	39
0x14300x152a	83
0x14300x1530	83
0x14300x1536	83
0x11c40x152a	21682
0x11c40x1530	21682
0x11c40x1536	21682
0x11bc0x152a	15
0x11bc0x1530	15
0x11bc0x1536	15
0x11a20x152a	59
0x11a20x1530	59
0x11a20x1536	59
0x118c0x152a	42
0x118c0x1530	42
0x118c0x1536	42
0x11780x152a	727
0x11780x1530	727
0x11780x1536	727
0x10c70x152a	1112
0x10c70x1530	1112
0x10c70x1536	1112
0x10ad0x152a	59
0x10ad0x1530	59
0x10ad0x1536	59
0x10970x152a	42
0x10970x1530	42
0x10970x1536	42
0x10830x152a	727
0x10830x1530	727
0x10830x1536	727
0xfb00x152a	1349
0xfb00x1530	1349
0xfb00x1536	1349
0x6fe0x130	59
0x6fe0x51e	59
0x6e80x130	42
0x6e80x51e	42
0x6d40x130	727
0x6d40x51e	727
0x5910x130	7640
0x5910x51e	7640
0x5700x130	295
0x5700x51e	295
0x5610x130	232
0x5610x51e	232
0x7180x130	15
0x7180x51e	15
0x7390x17c	22
0x7390x723	22
0xd86B0x723	6
0xd4fB0x723	41
0xd8aB0x723	347
0xd86B0xc83	6
0xd4fB0xc83	41
0xd8aB0xc83	347
0xd86B0x13bf	6
0xd4fB0x13bf	41
0xd8aB0x13bf	347
0xd86B0x7230x17c	6
0xd4fB0x7230x17c	41
0xd8aB0x7230x17c	347
0xfaf0x1530	1
0xfaf0x1536	1
