0x763	0x768	0x0	0	32
0x7bc	0x7c1	0x0	0	32
0x916	0x91b	0x0	0	32
0xb6d	0xb72	0x0	0	32
0xb97	0xb9c	0x0	0	32
0xcce	0xcda	0x0	0	32
0xcd4	0xcda	0x20	32	32
0x1409	0x1415	0x0	0	32
0x140f	0x1415	0x20	32	32
0x143a0x152a	0x131f0x152a	0x40	0	32
0x143a0x1530	0x131f0x1530	0x40	0	32
0x143a0x1536	0x131f0x1536	0x40	0	32
0x143a0x152a	0x12d10x152a	0x40	0	32
0x143a0x1530	0x12d10x1530	0x40	0	32
0x143a0x1536	0x12d10x1536	0x40	0	32
0x12120x152a	0x12ce0x152a	0x14330x152a++64	0	32
0x12120x152a	0x12ce0x152a	0x10160x152a++68	4	28
0x12120x1530	0x12ce0x1530	0x14330x1530++64	0	32
0x12120x1530	0x12ce0x1530	0x10160x1530++68	4	28
0x12120x1536	0x12ce0x1536	0x14330x1536++64	0	32
0x12120x1536	0x12ce0x1536	0x10160x1536++68	4	28
0x12060x152a	0x12c90x152a	0x109e0x152a++32	0	32
0x12060x152a	0x12c90x152a	0x10160x152a++36	4	28
0x12060x1530	0x12c90x1530	0x109e0x1530++32	0	32
0x12060x1530	0x12c90x1530	0x10160x1530++36	4	28
0x12060x1536	0x12c90x1536	0x109e0x1536++32	0	32
0x12060x1536	0x12c90x1536	0x10160x1536++36	4	28
0x11fa0x152a	0x12c40x152a	0x109e0x152a++0	0	32
0x11fa0x152a	0x12c40x152a	0x10160x152a++4	4	28
0x11fa0x1530	0x12c40x1530	0x109e0x1530++0	0	32
0x11fa0x1530	0x12c40x1530	0x10160x1530++4	4	28
0x11fa0x1536	0x12c40x1536	0x109e0x1536++0	0	32
0x11fa0x1536	0x12c40x1536	0x10160x1536++4	4	28
0x12120x152a	0x12960x152a	0x14330x152a++64	0	32
0x12120x152a	0x12960x152a	0x10160x152a++68	4	28
0x12120x1530	0x12960x1530	0x14330x1530++64	0	32
0x12120x1530	0x12960x1530	0x10160x1530++68	4	28
0x12120x1536	0x12960x1536	0x14330x1536++64	0	32
0x12120x1536	0x12960x1536	0x10160x1536++68	4	28
0x12060x152a	0x128c0x152a	0x109e0x152a++32	0	32
0x12060x152a	0x128c0x152a	0x10160x152a++36	4	28
0x12060x1530	0x128c0x1530	0x109e0x1530++32	0	32
0x12060x1530	0x128c0x1530	0x10160x1530++36	4	28
0x12060x1536	0x128c0x1536	0x109e0x1536++32	0	32
0x12060x1536	0x128c0x1536	0x10160x1536++36	4	28
0x11fa0x152a	0x12450x152a	0x109e0x152a++0	0	32
0x11fa0x152a	0x12450x152a	0x10160x152a++4	4	28
0x11fa0x1530	0x12450x1530	0x109e0x1530++0	0	32
0x11fa0x1530	0x12450x1530	0x10160x1530++4	4	28
0x11fa0x1536	0x12450x1536	0x109e0x1536++0	0	32
0x11fa0x1536	0x12450x1536	0x10160x1536++4	4	28
0x122d0x152a	0x12320x152a	0x0	0	32
0x122d0x1530	0x12320x1530	0x0	0	32
0x122d0x1536	0x12320x1536	0x0	0	32
0x117b0x152a	0x11a80x152a	0x109e0x152a++0	0	32
0x117b0x152a	0x11a80x152a	0x10160x152a++4	4	28
0x117b0x1530	0x11a80x1530	0x109e0x1530++0	0	32
0x117b0x1530	0x11a80x1530	0x10160x1530++4	4	28
0x117b0x1536	0x11a80x1536	0x109e0x1536++0	0	32
0x117b0x1536	0x11a80x1536	0x10160x1536++4	4	28
0x11170x152a	0x117b0x152a	0x109e0x152a++0	0	32
0x11500x152a	0x117b0x152a	0x14330x152a++64	64	4
0x11340x152a	0x117b0x152a	0x109e0x152a++32	32	4
0x11340x152a	0x117b0x152a	0x10160x152a++4	4	32
0x11500x152a	0x117b0x152a	0x10160x152a++36	36	32
0x11560x152a	0x117b0x152a	0x10160x152a++68	68	32
0x11170x1530	0x117b0x1530	0x109e0x1530++0	0	32
0x11500x1530	0x117b0x1530	0x14330x1530++64	64	4
0x11340x1530	0x117b0x1530	0x109e0x1530++32	32	4
0x11340x1530	0x117b0x1530	0x10160x1530++4	4	32
0x11500x1530	0x117b0x1530	0x10160x1530++36	36	32
0x11560x1530	0x117b0x1530	0x10160x1530++68	68	32
0x11170x1536	0x117b0x1536	0x109e0x1536++0	0	32
0x11500x1536	0x117b0x1536	0x14330x1536++64	64	4
0x11340x1536	0x117b0x1536	0x109e0x1536++32	32	4
0x11340x1536	0x117b0x1536	0x10160x1536++4	4	32
0x11500x1536	0x117b0x1536	0x10160x1536++36	36	32
0x11560x1536	0x117b0x1536	0x10160x1536++68	68	32
0x10860x152a	0x10b30x152a	0x109e0x152a++0	0	32
0x10860x152a	0x10b30x152a	0x10160x152a++4	4	28
0x10860x1530	0x10b30x1530	0x109e0x1530++0	0	32
0x10860x1530	0x10b30x1530	0x10160x1530++4	4	28
0x10860x1536	0x10b30x1536	0x109e0x1536++0	0	32
0x10860x1536	0x10b30x1536	0x10160x1536++4	4	28
0x10220x152a	0x10860x152a	0x109e0x152a++0	0	32
0x105b0x152a	0x10860x152a	0x14330x152a++64	64	4
