0x1a1
0x238
0x47d
0x50c
0x523
0x617
0x65b
0x692
0x699
0x6b0
0x71d
0x724
0x743
0x780
0x787
0x7f1
0x836
0x83b
0x874
0x89b
0x94d
0x9ce
0xa96
0xb52
0xbd9
0x11af
0x12ee
0x139f
0x1463
0x1486
0x1527
0x1592
0x15ec
0x16c7
0x171f
0x1803
0x192a
0x1954
0x1a42
0x1b85
0x1bc8
