0xef	0x3135	320
0x54f	0x6335	320
0x6e3	0x33356233343135	320
0x6e3	0x64356236313033	320
0x6e3	0x6237356433	320
0x6e3	0x63333738646161	320
0x6e3	0x66303231393136	320
0x6e3	0x3563356336	320
0x6e3	0x326162333139	320
0x6e3	0x32306436363633	320
0x6f4	0x33356233343135	320
0x6f4	0x64356236313033	320
0x6f4	0x6237356433	320
0x6f4	0x63333738646161	320
0x6f4	0x66303231393136	320
0x6f4	0x3563356336	320
0x6f4	0x326162333139	320
0x6f4	0x32306436363633	320
0x11c3	0x33356233343135	6435896
0x11c3	0x64356236313033	6435896
0x11c3	0x623438	2147483647
0x11c3	0x31656530	1325190919
0x11c3	0x6237356433	6435896
0x11c3	0x63333738646161	6435896
0x11c3	0x66303231393136	6435896
0x11c3	0x3563356336	6435896
0x11c3	0x326162333139	6435896
0x11c3	0x30626661	1342164438
0x11c3	0x32306436363633	6435896
0x22d6	0x3761	320
0x2307	0x33356233343135	1698129205
0x2307	0x64356236313033	1698129205
0x2307	0x6237356433	1698129205
0x2307	0x63333738646161	1698129205
0x2307	0x66303231393136	1698129205
0x2307	0x3563356336	1698129205
0x2307	0x326162333139	1698129205
0x2307	0x32306436363633	1698129205
0x230d	0x30626661	320
0x2317	0x33356233343135	2147483647
0x2317	0x64356236313033	2147483647
0x2317	0x6237356433	2147483647
0x2317	0x63333738646161	2147483647
0x2317	0x66303231393136	2147483647
0x2317	0x3563356336	2147483647
0x2317	0x326162333139	2147483647
0x2317	0x32306436363633	2147483647
0x11d0	0x31656530	320
0x11f3	0x33356233343135	320
0x11f3	0x64356236313033	320
0x11f3	0x6237356433	320
0x11f3	0x63333738646161	320
0x11f3	0x66303231393136	320
0x11f3	0x3563356336	320
0x11f3	0x326162333139	320
0x11f3	0x32306436363633	320
0x1764	0x33356233343135	320
0x1764	0x64356236313033	320
0x1764	0x6237356433	320
0x1764	0x63333738646161	320
0x1764	0x66303231393136	320
0x1764	0x3563356336	320
0x1764	0x326162333139	320
0x1764	0x32306436363633	320
0x1cfa	0x33356233343135	320
0x1cfa	0x64356236313033	320
0x1cfa	0x6237356433	320
0x1cfa	0x63333738646161	320
0x1cfa	0x66303231393136	320
0x1cfa	0x3563356336	320
0x1cfa	0x326162333139	320
0x1cfa	0x32306436363633	320
0x2118	0x33356233343135	320
0x2118	0x64356236313033	320
0x2118	0x6237356433	320
0x2118	0x63333738646161	320
0x2118	0x66303231393136	320
0x2118	0x3563356336	320
0x2118	0x326162333139	320
0x2118	0x32306436363633	320
0x2248	0x33356233343135	320
0x2248	0x64356236313033	320
0x2248	0x6237356433	320
0x2248	0x63333738646161	320
0x2248	0x66303231393136	320
0x2248	0x3563356336	320
0x2248	0x326162333139	320
0x2248	0x32306436363633	320
0x2318	0x33356233343135	320
0x2318	0x64356236313033	320
0x2318	0x6237356433	320
0x2318	0x63333738646161	320
0x2318	0x66303231393136	320
0x2318	0x3563356336	320
0x2318	0x326162333139	320
0x2318	0x32306436363633	320
