0xf8
0x163
0x179
0x190
0x261
0x2a3
0x2b9
0x2d0
0x2dc
0x2f2
0x31e
0x49a
0x642
0x684
0x9a4
0xbaa
0xd23
0xda0
0xedc
0xf2a
0x1100
0x1420
0x1734
0x180c
0x1998
0x19bb
0x19e2
0x1a00
0x1c7a
0x1d20
0x1d3b
0x1e34
0x1ead
0x1f5c
0x1feb
0x2110
0x21e3
0x2239
0x2282
0x238c
0x249c
0x27c4
0x28de
0x2aff
0x2b46
0x2cd2
0x2dc4
0x2eca
0x2ef2
0x2f67
0x2fe6
0x3232
0x338c
0x33b9
0x3418
0x3434
0x3458
0x347e
0x3500
0x351b
0x375e
0x37ba
0x37e1
0x3836
0x3a15
0x3a5c
0x3c0e
0x3d14
0x3d38
0x3d46
0x3e60
0x3eaa
0x3eda
0x3f44
0x3f49
0x41ce
0x42b5
0x42f1
