0x0	__function_selector__
0x6d	fallback()
0x6d	batchLock_63efZf()
0x273	currentMultiplier()
0x29c	participantDetails(uint256)
0x306	totalParticipants()
0x32f	numberOfParticipantsWaitingForPayout()
0x358	transferAnyERC20Token(address,uint256)
