0x14d
0x1f8
0x4af
0x4ee
0x4f3
0x570
0x577
0x5bf
0x5fd
0x6c7
0x711
0x759
0xa3a
0xb55
0xe68
0xff0
0x104d
0x1079
0x10aa
0x1190
0x13fa
0x148d
0x14dd
