0x16a
0x23f
0x350
0x4bd
0x586
0x89e
0x907
0x90f
0xa35
0xa3d
0xc3e
0xcbc
0xd92
0x1068
0x10eb
0x10ee
0x10f1
0x10f4
0x10f7
0x10fa
0x10fd
0x1100
0x1103
0x1106
0x1109
0x110c
0x110f
0x1112
0x1115
0x1118
0x111b
0x111e
0x1121
