0x6ef	0x6ef	0x5	0	31
0x91d	0x91d	0x5	0	31
0x94a	0x94a	0x5	0	31
0xbba	0xbba	0x5	0	31
0xef1	0xef1	0x5	0	31
0xf99	0xf99	0x5	0	31
0x6e5	0x6e5	0x6	0	31
0xd03	0xd03	0x6	0	31
0x5c8	0x5c8	0x7	0	31
0xd00	0xd00	0x7	0	31
0x7ca	0x7ca	0x4	0	31
0xcd2	0xcd2	0x4	0	31
0x597	0x597	0x3	0	31
0x75f	0x75f	0x3	0	31
0x778	0x778	0x3	0	31
0x7f2	0x7f2	0x3	0	31
0x80b	0x80b	0x3	0	31
0xa48	0xa48	0x3	0	31
0xa7a	0xa7a	0x3	0	31
0xa93	0xa93	0x3	0	31
0xadf	0xadf	0x3	0	31
0x8aaV0x350	0x8aa0x350	0x3	0	31
0x8c7V0x350	0x8c70x350	0x3	0	31
