0x1f
0xe0
0x1c7
0x2be
0x2d8
0x31c
0x4dc
0x50a
0x57c
0x62a
0x680
0x98a
0x9de
0xb8f
0xb94
0xbe8
0xc91
0xebe
0x10d5
0x117a
0x130b
0x13d2
0x1450
0x154c
0x1592
0x179e
0x17fe
0x1836
0x1842
0x18a2
0x18da
0x18e6
0x1946
0x197e
0x1a22
0x1ac6
0x1b6a
0x1c08
0x1c34
0x1c6a
0x1c94
0x1cac
0x1cd6
0x1cee
0x1cf7
0x1d1e
0x1d44
0x1d76
0x1d8e
0x1d93
0x1dac
0x1fb6
0x204e
0x20f2
0x2118
0x2196
0x21bc
0x223a
0x224b
0x22d8
0x2382
0x23a8
0x2426
0x2492
0x24b8
0x2544
0x25a0
0x25b8
0x2626
0x2814
0x28b6
0x2a6d
0x2a98
0x2bb0
0x2bb5
0x2c56
0x2ea5
0x2f1a
0x2fec
0x331e
0x3403
0x340a
0x3414
0x343a
0x3444
0x347c
0x3486
0x34aa
0x34e0
0x34f0
0x3525
0x3530
0x355a
0x3590
0x35a0
0x35d5
0x35e0
0x35f9
0x3685
0x3735
0x3750
0x3988
0x3b54
0x3ba1
0x3bba
