0xb2
0xe7
0xf3
0x2b6
0x2f1
0x340
0x35e
0x3d6
0x48d
0x4a4
0x657
0x676
0x786
0x7d0
0x81a
0x878
0x8c2
0x8cd
0x904
0x90f
0x926
0xaa8
0xaf2
0xb48
0xb51
0xb72
0xb7b
0xb92
0xcc1
0xd03
0xd22
0xdfd
0xe2d
0xf0f
0xf8c
0xf91
0xfa2
0xfe1
0xff2
0x1029
0x10db
0x1238
0x12f1
0x130c
0x13bd
0x13da
0x14a1
0x14f0
0x1525
0x1576
0x1586
0x15a6
0x1630
0x1888
0x194f
0x1988
0x1a52
0x1b33
0x1b6c
0x1bce
0x1d54
0x1f47
0x2089
0x2112
0x220c
0x2260
0x226e
0x227e
0x22e9
0x22fd
0x2327
0x2331
