0x19c
0x246
0x291
0x2e0
0x3d7
0x3f6
0x57d
0x5bb
0x655
0x68e
0x693
0x6b9
0x6f6
0x6fd
0x71b
0x729
0x762
0x767
0x7aa
0x7af
0x7cd
0x7db
0x8f0
0x901
0x985
0x9ab
0x9ef
0xa2d
0xa66
0xa6b
0xb17
0xb3d
0xb63
0xb82
0xb89
0xba8
0xbaf
0xbf3
0xc31
0xc57
0xcff
0xd44
0xd49
0xd68
0xd6f
0xda8
0xdad
0xdd3
0xe0c
0xe48
0xf02
0x10a9
0x1152
0x1171
0x1211
0x124a
0x1370
0x1470
0x1480
0x1490
0x14a0
0x154d
0x1554
0x1576
0x1586
0x1607
0x1675
0x16ae
0x171f
0x1819
0x18d3
0x1946
0x1982
0x1bf0
0x1c85
0x1cc2
0x1cf3
0x1db6
0x1e06
0x1e24
0x20a6
0x2253
0x2336
0x24d7
0x2530
0x25c1
0x261e
0x2643
0x2668
0x279e
0x27fc
0x28ae
0x28ba
0x296d
0x29a6
0x2ac5
0x2b35
0x2b45
0x2b86
0x2cbb
0x2cf4
0x2d1e
0x2d9d
0x2dd6
0x2e02
0x2e1c
0x2e3a
0x2f5a
0x2f84
0x3064
0x339d
0x3406
0x3430
0x343a
0x346e
0x350a
0x3554
0x36b7
0x37fe
0x383f
0x3871
