0x1f
0x43
0x59
0x188
0x26a
0x470
0x58e
0x5ec
0xa62
0xce4
0x10ac
0x1176
0x1324
0x1464
0x147e
0x15d6
0x195d
0x19e9
0x1a75
0x1d83
0x1e08
0x1f22
0x1f4c
0x2048
0x20a1
0x2228
0x22b9
0x265a
0x26a4
0x26a9
0x27d2
0x2b16
0x2ddb
0x2ef3
0x2ff5
0x3149
0x336f
0x33dc
0x34fe
0x3572
0x362a
0x3686
0x3738
0x37b4
0x37df
0x37f0
