0x18b
0x1e1
0x1ff
0x39e
0x4b4
0x4bf
0x5fa
0x605
0x798
0x7a3
0x8c0
0xa98
0xaaa
0xb34
0xb70
0xbe7
0xc2a
0xc60
0xc6c
0xcfc
0xdc3
0xf36
0xf8a
0xfa2
0xfda
0x1032
0x1040
0x1114
0x113e
0x124b
0x1569
0x1749
0x195b
0x1a8d
0x1b4c
0x1b61
