0x7c
0x2e5
0x38a
0x3ce
0x3e4
0x3ef
0x42a
0x435
0x5a8
0x68c
0x6ec
0x6f5
0x7a0
0x81b
0x8c1
0x8eb
0xa71
0xaa4
0xaaf
0xb0e
0xb7e
0xb83
0xc73
0xcdf
0xd38
0xda0
0xe58
0x1096
0x11b6
0x11bb
0x123f
0x12e3
0x150d
0x1525
0x152c
0x1556
0x1561
0x1568
0x15c4
0x15d6
0x1670
0x187d
0x19d4
0x1b14
0x1b36
0x1beb
0x1c12
0x1d35
0x1d40
0x1d5c
0x1ddb
0x1e42
0x1e80
0x1fd5
0x2048
0x2096
0x20b6
0x20d5
0x2185
0x21ac
0x21ff
0x2390
0x265a
0x2720
0x2859
0x28af
0x28df
0x2904
0x2aa8
0x2c3f
0x2c84
0x2cc6
0x2e05
0x2f15
0x2f3e
0x2f6e
0x2fac
0x2fca
0x30bc
0x3171
0x3255
0x3285
0x32a6
0x3306
0x3386
0x33be
0x3410
0x342e
0x344c
0x3480
0x349e
0x34ce
0x34fe
0x352e
0x3552
0x3562
0x35be
0x35ea
0x35fc
0x362e
0x36f6
0x3816
0x3874
0x38ba
0x394f
0x39e8
0x39f7
0x3a08
0x3af2
0x3b50
0x3bd3
0x3c3c
0x3c92
0x3ca9
0x3d36
0x3eba
0x3fef
