0xf8
0x143
0x15a
0x304
0x72b
0x78b
0x832
0x85c
0x90a
0xa30
0x1158
0x1320
0x139a
0x148c
0x14c2
0x1506
0x1697
0x1dc3
0x1e3f
0x2317
0x23b4
