0x1c6
0x1da
0x253
0x576
0x67a
0x812
0xa71
0xa88
0xbde
0xdc6
0xff2
0x108c
0x1095
0x120a
0x12ea
0x14ac
0x14e2
0x1526
0x1703
0x1874
0x1a68
0x1afa
0x1b69
0x1d1e
0x1d4e
0x1d6a
0x1ea9
0x1ee2
0x212f
0x21bc
0x2261
0x22fc
0x2791
0x27fd
0x280a
0x2824
0x2a88
0x2b00
0x2bc7
0x2cea
0x2e74
0x2f90
0x3339
0x3398
0x3480
0x34d7
0x34f8
0x3648
0x3706
0x380d
0x3816
0x3ce7
0x3d56
0x4133
0x41a2
0x41b3
0x41cc
0x42cd
0x42ee
0x42f4
