0xb00	0xb2d	0	0	4
0xb48	0xbba	0	0	4
0xc38	0xc77	0	0	4
0xd12	0xd51	0	0	4
0xdb3	0xddd	0	0	4
0xe7a	0xeb9	0	0	4
0xee7	0xf26	0	0	4
0xf3d	0xf78	0	0	4
0x10dc	0x1106	0	0	4
0x1130	0x115d	0	0	4
0x1189	0x11be	0	0	4
0x11d6	0x1200	0	0	4
0x12c7	0x1306	0	0	4
0x139f	0x13c9	0	0	4
0x13f3	0x1420	0	0	4
0x14b5	0x14df	0	0	4
0x1509	0x1536	0	0	4
0x1553	0x1584	0	0	4
0x15b9	0x15e3	0	0	4
0x1628	0x1646	0	0	4
0x1742	0x176f	0	0	4
0x17ce	0x1819	0	0	4
0x18cd	0x18f7	0	0	4
0x1922	0x195d	0	0	4
0x1b00	0x1b2d	0	0	4
0x1b50	0x1b9e	0	0	4
0x1e44	0x1e71	0	0	4
0x1e9b	0x1ec8	0	0	4
0x1ee3	0x1f55	0	0	4
0x1fe3	0x200d	0	0	4
0x20e6	0x2134	0	0	4
0x2177	0x21b6	0	0	4
0x236b	0x2395	0	0	4
0x23b2	0x23e3	0	0	4
0x240d	0x244c	0	0	4
0x2520	0x254a	0	0	4
0x25b7	0x25e1	0	0	4
0x266b	0x26a5	0	0	4
0x26dc	0x2727	0	0	4
0x2760	0x278a	0	0	4
0x27ac	0x27e6	0	0	4
0x2833	0x285d	0	0	4
0x2882	0x28c3	0	0	4
0x2a8c	0x2acb	0	0	4
0x2b02	0x2b50	0	0	4
0x2b89	0x2bb3	0	0	4
0x2bc2	0x2c01	0	0	4
0x2c4e	0x2c78	0	0	4
0x2cfa	0x2d2b	0	0	4
0x26180xc78	0x26490xc78	0	0	4
0x293c0x1307	0x297b0x1307	0	0	4
0x299b0x1307	0x29da0x1307	0	0	4
0x2a4f0x1770	0x2a7d0x1770	0	0	4
0x26180x200e	0x26490x200e	0	0	4
0x2a4f0x2048	0x2a7d0x2048	0	0	4
0x26180x280d	0x26490x280d	0	0	4
0x26180x2c28	0x26490x2c28	0	0	4
0x2a4f0x2c79	0x2a7d0x2c79	0	0	4
0x277c	0x278a	100	0	7
0xbba	0xbea	4	0	28
0x1f55	0x1f85	4	0	28
0xbba	0xbe4	0	0	32
0x1646	0x166f	0	0	32
0x1f55	0x1f7f	0	0	32
0x26a5	0x26ce	0	0	32
0x2727	0x2750	0	0	32
0x27e6	0x280f	0	0	32
