0xac9	0x1	0x1f7	0xac9
0xd6f	0x4	0x2cd	0xd6f
0xd75	0x4	0x2cd	0xd75
0x1713	0x2	0x4dd	0x1713
0x1839	0x5	0x547	0x1839
0x24e1	0x3	0x9ee	0x24e1
0xaed	0x4	0xade	0xaed
0xc24	0x4	0xbfc	0xc24
0xc24	0x4	0xc17	0xc24
0xca6	0x4	0xc80	0xca6
0xca6	0x4	0xc9b	0xca6
0xdf9	0x4	0xde5	0xdf9
0xdfe	0x4	0xde5	0xdfe
0x28740xdde	0x4	0xde5	0x2874V0xdde
0x28de0xdde	0x4	0xde5	0x28deV0xdde
0x28ff0xdde	0x4	0xde5	0x28ffV0xdde
0xe66	0x2	0xe57	0xe66
0xed3	0x2	0xec4	0xed3
0xf93	0x2	0xf83	0xf93
0xff4	0x1	0xfdf	0xff4
0x111d	0x4	0x110e	0x111d
0x1178	0x4	0x1165	0x1178
0x11c5	0x4	0x1165	0x11c5
0x1207	0x4	0x1165	0x1207
0x1209	0x4	0x1165	0x1209
0x1242	0x4	0x1165	0x1242
0x28740x1201	0x4	0x1165	0x2874V0x1201
0x28de0x1201	0x4	0x1165	0x28deV0x1201
0x28ff0x1201	0x4	0x1165	0x28ffV0x1201
0x12b3	0x2	0x12a4	0x12b3
0x13e0	0x4	0x13d1	0x13e0
0x143c	0x4	0x1428	0x143c
0x1441	0x4	0x1428	0x1441
0x28740x1421	0x4	0x1428	0x2874V0x1421
0x28de0x1421	0x4	0x1428	0x28deV0x1421
0x28ff0x1421	0x4	0x1428	0x28ffV0x1421
0x14f6	0x4	0x14e7	0x14f6
0x159f	0x4	0x158c	0x159f
0x15eb	0x4	0x158c	0x15eb
0x16a5	0x4	0x158c	0x16a5
0x16a9	0x4	0x158c	0x16a9
0x16ab	0x4	0x158c	0x16ab
0x1697	0x5	0x1683	0x1697
0x172f	0x4	0x1720	0x172f
0x1797	0x4	0x1778	0x1797
0x1797	0x4	0x1779	0x1797
0x185a	0x3	0x1846	0x185a
0x190f	0x3	0x18ff	0x190f
0x196e	0x3	0x18ff	0x196e
0x199e	0x3	0x18ff	0x199e
0x19c3	0x3	0x18ff	0x19c3
0x19f5	0x3	0x18ff	0x19f5
0x1a2e	0x3	0x18ff	0x1a2e
0x1aed	0x4	0x1ade	0x1aed
0x1be3	0x4	0x1bcd	0x1be3
0x1c44	0x4	0x1bcd	0x1c44
0x1c58	0x4	0x1bcd	0x1c58
0x1cc1	0x4	0x1c9b	0x1cc1
0x1cc1	0x4	0x1cb6	0x1cc1
0x1d70	0x4	0x1d5d	0x1d70
0x1e31	0x4	0x1e22	0x1e31
0x1e88	0x4	0x1e79	0x1e88
0x1fd0	0x4	0x1faa	0x1fd0
0x1fd0	0x4	0x1fc5	0x1fd0
0x203c	0x4	0x2016	0x203c
0x203c	0x4	0x2031	0x203c
0x2095	0x4	0x2050	0x2095
0x2095	0x4	0x206b	0x2095
0x2095	0x4	0x207f	0x2095
0x2163	0x2	0x2154	0x2163
0x21de	0x4	0x21ca	0x21de
0x22b0	0x3	0x229d	0x22b0
0x23fb	0x4	0x23eb	0x23fb
0x244f	0x4	0x23eb	0x244f
0x2481	0x4	0x23eb	0x2481
0x2ca9	0x4	0x2c81	0x2ca9
0x2ca9	0x4	0x2c9c	0x2ca9
0x2d45	0x2	0x2d36	0x2d45
0x2d67	0x2	0x2d56	0x2d67
0x2e36	0x3	0x2e0c	0x2e36
0xfc7	0x1	0xfbb_0x0	0xfc7
0x1020	0x1	0x100e_0x0	0x1020
0x22b00x944	0x3	0x9440x229d	0x9440x22b0
0x22b00x2dd8	0x3	0x2dd80x229d	0x2dd80x22b0
0x135b0x410	0x4	0x4100x134b	0x4100x135b
0x135b0xd84	0x4	0x134bV0xd84	0x135bV0xd84
0x13750x13440xd84	0x1	0x1360V0xd84	0x13440x1375V0xd84
0x135b0x10ae	0x4	0x134bV0x10ae	0x135bV0x10ae
0x135b0x2588	0x4	0x134bV0x2588	0x135bV0x2588
0x13750x13440x2588	0x1	0x1360V0x2588	0x13440x1375V0x2588
0x135b0xb2e	0x4	0x134bV0xb2e	0x135bV0xb2e
0x135b0x1240	0x4	0x134bV0x1240	0x135bV0x1240
0x292a0x1307	0x3	0x291bV0x1307	0x292aV0x1307
0x135b0x15e4	0x4	0x134bV0x15e4	0x135bV0x15e4
0x13750x13440x15e4	0x1	0x1360V0x15e4	0x13440x1375V0x15e4
0x135b0x17a6	0x4	0x134bV0x17a6	0x135bV0x17a6
0x135b0x1b39	0x4	0x134bV0x1b39	0x135bV0x1b39
0x135b0x1ec9	0x4	0x134bV0x1ec9	0x135bV0x1ec9
0x135b0x20cf	0x4	0x134bV0x20cf	0x135bV0x20cf
0x28f70xdde	0x5	0x28e7V0xdde	0x28f7V0xdde
0x135b0x28650xdde	0x4	0x134bV0x2865V0xdde	0x135bV0x2865V0xdde
0x13750x13440x28650xdde	0x1	0x1360V0x2865V0xdde	0x13440x1375V0x2865V0xdde
0x28f70x1201	0x5	0x28e7V0x1201	0x28f7V0x1201
0x135b0x28650x1201	0x4	0x134bV0x2865V0x1201	0x135bV0x2865V0x1201
0x13750x13440x28650x1201	0x1	0x1360V0x2865V0x1201	0x13440x1375V0x2865V0x1201
0x28f70x1421	0x5	0x28e7V0x1421	0x28f7V0x1421
0x135b0x28650x1421	0x4	0x134bV0x2865V0x1421	0x135bV0x2865V0x1421
0x13750x13440x28650x1421	0x1	0x1360V0x2865V0x1421	0x13440x1375V0x2865V0x1421
