0x2866	0x2865	0xdde	0x2f5	0x28660xdde
0x2866	0x2865	0x1201	0x358	0x28660x1201
0x2866	0x2865	0x1421	0x440	0x28660x1421
0x2869	0x2865	0xdde	0x2f5	0x28690xdde
0x2869	0x2865	0x1201	0x358	0x28690x1201
0x2869	0x2865	0x1421	0x440	0x28690x1421
0x286b	0x2865	0xdde	0x2f5	0x286b0xdde
0x286b	0x2865	0x1201	0x358	0x286b0x1201
0x286b	0x2865	0x1421	0x440	0x286b0x1421
0x2870	0x2865	0xdde	0x2f5	0x28700xdde
0x2870	0x2865	0x1201	0x358	0x28700x1201
0x2870	0x2865	0x1421	0x440	0x28700x1421
0x2873	0x2865	0xdde	0x2f5	0x28730xdde
0x2873	0x2865	0x1201	0x358	0x28730x1201
0x2873	0x2865	0x1421	0x440	0x28730x1421
0x2874	0x2865	0xdde	0x2f5	0x28740xdde
0x2874	0x2865	0x1201	0x358	0x28740x1201
0x2874	0x2865	0x1421	0x440	0x28740x1421
0x2875	0x2865	0xdde	0x2f5	0x28750xdde
0x2875	0x2865	0x1201	0x358	0x28750x1201
0x2875	0x2865	0x1421	0x440	0x28750x1421
0x2878	0x2865	0xdde	0x2f5	0x28780xdde
0x2878	0x2865	0x1201	0x358	0x28780x1201
0x2878	0x2865	0x1421	0x440	0x28780x1421
0x2879	0x2865	0xdde	0x2f5	0x28790xdde
0x2879	0x2865	0x1201	0x358	0x28790x1201
0x2879	0x2865	0x1421	0x440	0x28790x1421
0x287e	0x2865	0xdde	0x2f5	0x287e0xdde
0x287e	0x2865	0x1201	0x358	0x287e0x1201
0x287e	0x2865	0x1421	0x440	0x287e0x1421
0x2880	0x2865	0xdde	0x2f5	0x28800xdde
0x2880	0x2865	0x1201	0x358	0x28800x1201
0x2880	0x2865	0x1421	0x440	0x28800x1421
0x2883	0x2865	0xdde	0x2f5	0x28830xdde
0x2883	0x2865	0x1201	0x358	0x28830x1201
0x2883	0x2865	0x1421	0x440	0x28830x1421
0x2885	0x2865	0xdde	0x2f5	0x28850xdde
0x2885	0x2865	0x1201	0x358	0x28850x1201
0x2885	0x2865	0x1421	0x440	0x28850x1421
0x2887	0x2865	0xdde	0x2f5	0x28870xdde
0x2887	0x2865	0x1201	0x358	0x28870x1201
0x2887	0x2865	0x1421	0x440	0x28870x1421
0x2889	0x2865	0xdde	0x2f5	0x28890xdde
0x2889	0x2865	0x1201	0x358	0x28890x1201
0x2889	0x2865	0x1421	0x440	0x28890x1421
0x288a	0x2865	0xdde	0x2f5	0x288a0xdde
0x288a	0x2865	0x1201	0x358	0x288a0x1201
0x288a	0x2865	0x1421	0x440	0x288a0x1421
0x288d	0x2865	0xdde	0x2f5	0x288d0xdde
0x288d	0x2865	0x1201	0x358	0x288d0x1201
0x288d	0x2865	0x1421	0x440	0x288d0x1421
0x288e	0x2865	0xdde	0x2f5	0x288e0xdde
0x288e	0x2865	0x1201	0x358	0x288e0x1201
0x288e	0x2865	0x1421	0x440	0x288e0x1421
0x2891	0x2865	0xdde	0x2f5	0x28910xdde
0x2891	0x2865	0x1201	0x358	0x28910x1201
0x2891	0x2865	0x1421	0x440	0x28910x1421
0x2894	0x2865	0xdde	0x2f5	0x28940xdde
0x2894	0x2865	0x1201	0x358	0x28940x1201
0x2894	0x2865	0x1421	0x440	0x28940x1421
0x2898	0x2865	0xdde	0x2f5	0x28980xdde
0x2898	0x2865	0x1201	0x358	0x28980x1201
0x2898	0x2865	0x1421	0x440	0x28980x1421
0x289a	0x2865	0xdde	0x2f5	0x289a0xdde
0x289a	0x2865	0x1201	0x358	0x289a0x1201
0x289a	0x2865	0x1421	0x440	0x289a0x1421
0x28a0	0x2865	0xdde	0x2f5	0x28a00xdde
0x28a0	0x2865	0x1201	0x358	0x28a00x1201
0x28a0	0x2865	0x1421	0x440	0x28a00x1421
0x28a4	0x2865	0xdde	0x2f5	0x28a40xdde
0x28a4	0x2865	0x1201	0x358	0x28a40x1201
0x28a4	0x2865	0x1421	0x440	0x28a40x1421
0x28a6	0x2865	0xdde	0x2f5	0x28a60xdde
0x28a6	0x2865	0x1201	0x358	0x28a60x1201
0x28a6	0x2865	0x1421	0x440	0x28a60x1421
0x28ae	0x2865	0xdde	0x2f5	0x28ae0xdde
0x28ae	0x2865	0x1201	0x358	0x28ae0x1201
0x28ae	0x2865	0x1421	0x440	0x28ae0x1421
0x28af	0x2865	0xdde	0x2f5	0x28af0xdde
0x28af	0x2865	0x1201	0x358	0x28af0x1201
0x28af	0x2865	0x1421	0x440	0x28af0x1421
0x28b4	0x2865	0xdde	0x2f5	0x28b40xdde
0x28b4	0x2865	0x1201	0x358	0x28b40x1201
0x28b4	0x2865	0x1421	0x440	0x28b40x1421
0x28b5	0x2865	0xdde	0x2f5	0x28b50xdde
0x28b5	0x2865	0x1201	0x358	0x28b50x1201
0x28b5	0x2865	0x1421	0x440	0x28b50x1421
0x28b7	0x2865	0xdde	0x2f5	0x28b70xdde
0x28b7	0x2865	0x1201	0x358	0x28b70x1201
0x28b7	0x2865	0x1421	0x440	0x28b70x1421
0x28b8	0x2865	0xdde	0x2f5	0x28b80xdde
0x28b8	0x2865	0x1201	0x358	0x28b80x1201
0x28b8	0x2865	0x1421	0x440	0x28b80x1421
0x28bc	0x2865	0xdde	0x2f5	0x28bc0xdde
0x28bc	0x2865	0x1201	0x358	0x28bc0x1201
0x28bc	0x2865	0x1421	0x440	0x28bc0x1421
0x28c2	0x2865	0xdde	0x2f5	0x28c20xdde
0x28c2	0x2865	0x1201	0x358	0x28c20x1201
0x28c2	0x2865	0x1421	0x440	0x28c20x1421
0x28c3	0x2865	0xdde	0x2f5	0x28c30xdde
0x28c3	0x2865	0x1201	0x358	0x28c30x1201
0x28c3	0x2865	0x1421	0x440	0x28c30x1421
0x28c4	0x2865	0xdde	0x2f5	0x28c40xdde
0x28c4	0x2865	0x1201	0x358	0x28c40x1201
0x28c4	0x2865	0x1421	0x440	0x28c40x1421
0x28c6	0x2865	0xdde	0x2f5	0x28c60xdde
0x28c6	0x2865	0x1201	0x358	0x28c60x1201
0x28c6	0x2865	0x1421	0x440	0x28c60x1421
0x28c7	0x2865	0xdde	0x2f5	0x28c70xdde
0x28c7	0x2865	0x1201	0x358	0x28c70x1201
0x28c7	0x2865	0x1421	0x440	0x28c70x1421
0x28cb	0x2865	0xdde	0x2f5	0x28cb0xdde
0x28cb	0x2865	0x1201	0x358	0x28cb0x1201
0x28cb	0x2865	0x1421	0x440	0x28cb0x1421
0x28cc	0x2865	0xdde	0x2f5	0x28cc0xdde
0x28cc	0x2865	0x1201	0x358	0x28cc0x1201
0x28cc	0x2865	0x1421	0x440	0x28cc0x1421
0x28d0	0x2865	0xdde	0x2f5	0x28d00xdde
0x28d0	0x2865	0x1201	0x358	0x28d00x1201
0x28d0	0x2865	0x1421	0x440	0x28d00x1421
0x28d1	0x2865	0xdde	0x2f5	0x28d10xdde
0x28d1	0x2865	0x1201	0x358	0x28d10x1201
0x28d1	0x2865	0x1421	0x440	0x28d10x1421
0x28d9	0x2865	0xdde	0x2f5	0x28d90xdde
0x28d9	0x2865	0x1201	0x358	0x28d90x1201
0x28d9	0x2865	0x1421	0x440	0x28d90x1421
0x28dc	0x2865	0xdde	0x2f5	0x28dc0xdde
0x28dc	0x2865	0x1201	0x358	0x28dc0x1201
0x28dc	0x2865	0x1421	0x440	0x28dc0x1421
0x28de	0x2865	0xdde	0x2f5	0x28de0xdde
0x28de	0x2865	0x1201	0x358	0x28de0x1201
0x28de	0x2865	0x1421	0x440	0x28de0x1421
0x28df	0x2865	0xdde	0x2f5	0x28df0xdde
0x28df	0x2865	0x1201	0x358	0x28df0x1201
0x28df	0x2865	0x1421	0x440	0x28df0x1421
0x28e1	0x2865	0xdde	0x2f5	0x28e10xdde
0x28e1	0x2865	0x1201	0x358	0x28e10x1201
0x28e1	0x2865	0x1421	0x440	0x28e10x1421
0x28e3	0x2865	0xdde	0x2f5	0x28e30xdde
0x28e3	0x2865	0x1201	0x358	0x28e30x1201
0x28e3	0x2865	0x1421	0x440	0x28e30x1421
0x28e5	0x2865	0xdde	0x2f5	0x28e50xdde
0x28e5	0x2865	0x1201	0x358	0x28e50x1201
0x28e5	0x2865	0x1421	0x440	0x28e50x1421
0x28e6	0x2865	0xdde	0x2f5	0x28e60xdde
0x28e6	0x2865	0x1201	0x358	0x28e60x1201
0x28e6	0x2865	0x1421	0x440	0x28e60x1421
0x28e7	0x2865	0xdde	0x2f5	0x28e70xdde
0x28e7	0x2865	0x1201	0x358	0x28e70x1201
0x28e7	0x2865	0x1421	0x440	0x28e70x1421
0x28e8	0x2865	0xdde	0x2f5	0x28e80xdde
0x28e8	0x2865	0x1201	0x358	0x28e80x1201
0x28e8	0x2865	0x1421	0x440	0x28e80x1421
0x28ed	0x2865	0xdde	0x2f5	0x28ed0xdde
0x28ed	0x2865	0x1201	0x358	0x28ed0x1201
0x28ed	0x2865	0x1421	0x440	0x28ed0x1421
0x28ef	0x2865	0xdde	0x2f5	0x28ef0xdde
0x28ef	0x2865	0x1201	0x358	0x28ef0x1201
0x28ef	0x2865	0x1421	0x440	0x28ef0x1421
0x28f2	0x2865	0xdde	0x2f5	0x28f20xdde
0x28f2	0x2865	0x1201	0x358	0x28f20x1201
0x28f2	0x2865	0x1421	0x440	0x28f20x1421
0x28f5	0x2865	0xdde	0x2f5	0x28f50xdde
0x28f5	0x2865	0x1201	0x358	0x28f50x1201
0x28f5	0x2865	0x1421	0x440	0x28f50x1421
0x28f7	0x2865	0xdde	0x2f5	0x28f70xdde
0x28f7	0x2865	0x1201	0x358	0x28f70x1201
0x28f7	0x2865	0x1421	0x440	0x28f70x1421
0x28f8	0x2865	0xdde	0x2f5	0x28f80xdde
0x28f8	0x2865	0x1201	0x358	0x28f80x1201
0x28f8	0x2865	0x1421	0x440	0x28f80x1421
0x28fa	0x2865	0xdde	0x2f5	0x28fa0xdde
0x28fa	0x2865	0x1201	0x358	0x28fa0x1201
0x28fa	0x2865	0x1421	0x440	0x28fa0x1421
