0xbba	0x26a5	0x2785++0	0	64
0xbba	0x26a5	0x2858++0	0	64
0xbba	0x26a5	0x26400x280d++0	0	64
0xbba	0x2727	0x2785++0	0	64
0xbba	0x2727	0x2858++0	0	64
0xbba	0x2727	0x26400x280d++0	0	64
0xbba	0x2727	0x2757++4	4	60
0xbba	0x2727	0x282a++4	4	60
0xbba	0x2727	0x260f0x280d++4	4	60
0xbba	0x27e6	0x2858++0	0	64
0xbba	0x27e6	0x26400x280d++0	0	64
0xbba	0xc77	0xc6e++0	0	64
0xbba	0xc77	0xc2f++4	4	60
0xbba	0xd51	0xd48++0	0	64
0xbba	0xd51	0xd09++4	4	60
0xbba	0x278a	0x2785++0	0	64
0xbba	0x278a	0x2757++4	4	60
0xbba	0x285d	0x2858++0	0	64
0xbba	0x285d	0x282a++4	4	60
0xbba	0x26490xc78	0x26400xc78++0	0	64
0xbba	0x26490xc78	0x260f0xc78++4	4	60
0xbba	0x26490x280d	0x26400x280d++0	0	64
0xbba	0x26490x280d	0x260f0x280d++4	4	60
0x1f55	0x2134	0x2105++0	0	64
0x1f55	0x2134	0x20dc++4	4	60
0x1f55	0x200d	0x2008++0	0	64
0x1f55	0x200d	0x1fda++4	4	60
0x1f55	0x26490x200e	0x26400x200e++0	0	64
0x1f55	0x26490x200e	0x260f0x200e++4	4	60
0x1f55	0x2a7d0x2048	0x2a740x2048++0	0	64
0x1f55	0x2a7d0x2048	0x2a460x2048++4	4	60
