0x1ff
0x292
0x490
0x53a
0x624
0x6c6
0x899
0x8b0
0x8c3
0xada
0xb84
0xc2e
0xd4a
0xe4e
0xea0
0x111f
0x13ef
0x1572
0x15a2
0x15b2
0x1748
0x2054
0x235a
0x2660
0x2966
0x2c48
0x2c6c
0x2dbc
0x31a9
0x393f
0x3be2
0x3c09
0x436f
0x443a
0x4833
0x48a4
0x48d6
0x4984
0x4a06
0x4a88
0x4b68
0x4c8f
0x4cad
0x4fe7
0x5020
0x51e5
0x52f5
0x532e
0x5352
0x535b
0x53b1
0x53d9
