0x1b9
0x1cb
0x1e3
0x208
0x498
0x49d
0x57d
0x5ad
0x693
0x72e
0x737
0x7b6
0x800
0x9f1
0xae6
0xb28
0xbde
0xc34
0xcd7
0xd27
0xed9
0x1099
0x10c6
0x1153
0x121a
0x132b
0x13a1
0x15df
0x1765
0x17de
0x1821
