0x18f
0x28a
0x38e
0x42a
0x42f
0x455
0x47f
0x4e9
0x527
0x543
0x54d
0x615
0x659
0x69e
0x6a3
0x6dc
0x8c4
0x928
0x9c9
0xa0a
0xac4
0xbb3
0xcca
0xdd0
0xdfa
0xf0b
0x1227
0x1405
0x1494
0x14de
0x1613
0x1743
