0x1693	0x396235	320
0x1743	0x613635	320
0x17db	0x663635	320
0x1985	0x633738	320
0x294c	0x66666666666666	320
0x294c	0x643631306365	320
0x294c	0x63333738646161	320
0x294c	0x32343138623833	320
0x294c	0x656534656531	320
0x294c	0x3431323133	320
0x294c	0x35353735303333	320
0x294c	0x6237356433	320
0x294c	0x66303231393136	320
0x294c	0x36333039366330	320
0x2af7	0x66666666666666	6435896
0x2af7	0x31306631	1328664070
0x2af7	0x643631306365	6435896
0x2af7	0x63333738646161	6435896
0x2af7	0x663635	2147220994
0x2af7	0x32343138623833	6435896
0x2af7	0x633738	2147417343
0x2af7	0x656534656531	6435896
0x2af7	0x3431323133	6435896
0x2af7	0x35353735303333	6435896
0x2af7	0x623438	2147483647
0x2af7	0x31656530	1325190919
0x2af7	0x6237356433	6435896
0x2af7	0x66303231393136	6435896
0x2af7	0x62623538	503316223
0x2af7	0x36333039366330	6435896
0x35c2	0x3761	320
0x111	0x31306631	320
0x5d7	0x66666666666666	320
0x5d7	0x643631306365	320
0x5d7	0x63333738646161	320
0x5d7	0x32343138623833	320
0x5d7	0x656534656531	320
0x5d7	0x3431323133	320
0x5d7	0x35353735303333	320
0x5d7	0x6237356433	320
0x5d7	0x66303231393136	320
0x5d7	0x36333039366330	320
0x1580	0x66666666666666	320
0x1580	0x643631306365	320
0x1580	0x63333738646161	320
0x1580	0x32343138623833	320
0x1580	0x656534656531	320
0x1580	0x3431323133	320
0x1580	0x35353735303333	320
0x1580	0x6237356433	320
0x1580	0x66303231393136	320
0x1580	0x36333039366330	320
0x1984	0x66666666666666	2147483647
0x1984	0x643631306365	2147483647
0x1984	0x63333738646161	2147483647
0x1984	0x32343138623833	2147483647
0x1984	0x656534656531	2147483647
0x1984	0x3431323133	2147483647
0x1984	0x35353735303333	2147483647
0x1984	0x6237356433	2147483647
0x1984	0x66303231393136	2147483647
0x1984	0x36333039366330	2147483647
0x1986	0x66666666666666	320
0x1986	0x643631306365	320
0x1986	0x63333738646161	320
0x1986	0x32343138623833	320
0x1986	0x656534656531	320
0x1986	0x3431323133	320
0x1986	0x35353735303333	320
0x1986	0x6237356433	320
0x1986	0x66303231393136	320
0x1986	0x36333039366330	320
0x1e3a	0x66666666666666	320
0x1e3a	0x643631306365	320
0x1e3a	0x63333738646161	320
0x1e3a	0x32343138623833	320
0x1e3a	0x656534656531	320
0x1e3a	0x3431323133	320
0x1e3a	0x35353735303333	320
0x1e3a	0x6237356433	320
0x1e3a	0x66303231393136	320
0x1e3a	0x36333039366330	320
0x20fb	0x66666666666666	2147483647
0x20fb	0x643631306365	2147483647
0x20fb	0x63333738646161	2147483647
0x20fb	0x32343138623833	2147483647
0x20fb	0x656534656531	2147483647
0x20fb	0x3431323133	2147483647
0x20fb	0x35353735303333	2147483647
0x20fb	0x6237356433	2147483647
0x20fb	0x66303231393136	2147483647
0x20fb	0x36333039366330	2147483647
0x212b	0x66666666666666	862085990
0x212b	0x643631306365	862085990
0x212b	0x63333738646161	862085990
0x212b	0x32343138623833	862085990
0x212b	0x656534656531	862085990
0x212b	0x3431323133	862085990
0x212b	0x35353735303333	862085990
0x212b	0x6237356433	862085990
0x212b	0x66303231393136	862085990
0x212b	0x36333039366330	862085990
0x2b04	0x31656530	320
0x2b27	0x66666666666666	320
0x2b27	0x643631306365	320
0x2b27	0x63333738646161	320
0x2b27	0x32343138623833	320
0x2b27	0x656534656531	320
0x2b27	0x3431323133	320
0x2b27	0x35353735303333	320
0x2b27	0x6237356433	320
0x2b27	0x66303231393136	320
0x2b27	0x36333039366330	320
0x2dfe	0x66666666666666	320
0x2dfe	0x643631306365	320
0x2dfe	0x63333738646161	320
0x2dfe	0x32343138623833	320
0x2dfe	0x656534656531	320
0x2dfe	0x3431323133	320
0x2dfe	0x35353735303333	320
0x2dfe	0x6237356433	320
0x2dfe	0x66303231393136	320
0x2dfe	0x36333039366330	320
0x2f38	0x66666666666666	320
0x2f38	0x643631306365	320
0x2f38	0x63333738646161	320
0x2f38	0x32343138623833	320
0x2f38	0x656534656531	320
0x2f38	0x3431323133	320
0x2f38	0x35353735303333	320
0x2f38	0x6237356433	320
0x2f38	0x66303231393136	320
0x2f38	0x36333039366330	320
0x2f5f	0x62623538	320
0x3556	0x66666666666666	320
0x3556	0x643631306365	320
0x3556	0x63333738646161	320
0x3556	0x32343138623833	320
0x3556	0x656534656531	320
0x3556	0x3431323133	320
0x3556	0x35353735303333	320
0x3556	0x6237356433	320
0x3556	0x66303231393136	320
0x3556	0x36333039366330	320
0x35da	0x3964	320
0x3604	0x66666666666666	3486008
0x3604	0x643631306365	3486008
0x3604	0x63333738646161	3486008
0x3604	0x32343138623833	3486008
0x3604	0x656534656531	3486008
0x3604	0x3431323133	3486008
0x3604	0x35353735303333	3486008
0x3604	0x6237356433	3486008
0x3604	0x66303231393136	3486008
0x3604	0x36333039366330	3486008
