0x8b
0x166
0x20f
0x24c
0x432
0x45a
0x5ac
0x746
0x75c
0x768
0x76d
0x7bb
0x85b
0x8a9
0x90f
0x918
0x92f
0xa08
0xa0d
0xe0a
0xeaf
0xec7
0xf1f
0xfc0
0x139e
0x1444
0x146e
0x1501
0x150f
0x15ac
0x15c8
0x180c
0x199d
0x19e7
0x1b72
0x1c17
0x1da4
0x1e9e
0x1fc4
0x22ae
0x2bae
0x2be1
0x2e30
0x2e8a
0x2ec9
0x31e4
0x3238
0x3258
0x325d
0x33a2
0x3410
0x3478
0x34a8
0x34b6
0x352f
0x3542
0x3553
