0x2c6	0xb53	0xb37	0x1	0	19
0x438	0x1084	0x1068	0x15	0	19
0x46e	0x1161	0x1145	0x6	0	19
0x4b3	0x16e4	0x16c8	0x3	0	19
0x5bf	0x2266	0x224a	0x7	0	19
0x660	0x2921	0x2905	0x4	0	19
0x6ae	0x2b21	0x2b05	0x16	0	19
0x6cf	0x2bdd	0x2bc1	0x5	0	19
0x9c2	0x373b	0x372f	0x10	0	0
0x9e3	0x3851	0x3835	0x0	0	19
