0x15	0x6135	320
0x7d	0x6635	320
0x27f	0x3535	320
0x311	0x3835	320
0x311	0x3935	64
0x496	0x353738303633	320
0x496	0x64356236313032	320
0x496	0x64356236313033	320
0x496	0x64356236313037	320
0x496	0x64356236313038	320
0x496	0x3631313863	320
0x496	0x63333738646161	320
0x496	0x64356236303030	320
0x496	0x66303231393136	320
0x496	0x31303631313564	320
0x496	0x623765336536	320
0x53b	0x3235	320
0x949	0x3935	320
0xb39	0x3235	64
0xb39	0x3135	320
0x1217	0x353738303633	2147483647
0x1217	0x64356236313032	2147483647
0x1217	0x64356236313033	2147483647
0x1217	0x64356236313037	2147483647
0x1217	0x64356236313038	2147483647
0x1217	0x3631313863	2147483647
0x1217	0x63333738646161	2147483647
0x1217	0x64356236303030	2147483647
0x1217	0x66303231393136	2147483647
0x1217	0x31303631313564	2147483647
0x1217	0x623765336536	2147483647
0x16e3	0x373635	320
0x251d	0x3235	64
0x251d	0x3135	320
0x27ba	0x63376365	320
0x2949	0x363030	320
0x34fd	0x386435	320
0x3731	0x616235	320
0x3c32	0x63376365	320
0x3fd0	0x3835	108
0x3fd0	0x3761	320
0x3fd0	0x3830	113
0x3fdf	0x39363238	320
0x9d	0x383531	320
0x1e9	0x666138	12344
0x250	0x353738303633	320
0x250	0x64356236313032	320
0x250	0x64356236313033	320
0x250	0x64356236313037	320
0x250	0x64356236313038	320
0x250	0x3631313863	320
0x250	0x63333738646161	320
0x250	0x64356236303030	320
0x250	0x66303231393136	320
0x250	0x31303631313564	320
0x250	0x623765336536	320
0x37f	0x32363130	320
0x69a	0x353738303633	320
0x69a	0x64356236313032	320
0x69a	0x64356236313033	320
0x69a	0x64356236313037	320
0x69a	0x64356236313038	320
0x69a	0x3631313863	320
0x69a	0x63333738646161	320
0x69a	0x64356236303030	320
0x69a	0x66303231393136	320
0x69a	0x31303631313564	320
0x69a	0x623765336536	320
0xeda	0x353738303633	320
0xeda	0x64356236313032	320
0xeda	0x64356236313033	320
0xeda	0x64356236313037	320
0xeda	0x64356236313038	320
0xeda	0x3631313863	320
0xeda	0x63333738646161	320
0xeda	0x64356236303030	320
0xeda	0x66303231393136	320
0xeda	0x31303631313564	320
0xeda	0x623765336536	320
0x1094	0x353738303633	320
0x1094	0x64356236313032	320
0x1094	0x64356236313033	320
0x1094	0x64356236313037	320
0x1094	0x64356236313038	320
0x1094	0x3631313863	320
0x1094	0x63333738646161	320
0x1094	0x64356236303030	320
0x1094	0x66303231393136	320
0x1094	0x31303631313564	320
0x1094	0x623765336536	320
0x1c70	0x353738303633	320
0x1c70	0x64356236313032	320
0x1c70	0x64356236313033	320
0x1c70	0x64356236313037	320
0x1c70	0x64356236313038	320
0x1c70	0x3631313863	320
0x1c70	0x63333738646161	320
0x1c70	0x64356236303030	320
0x1c70	0x66303231393136	320
0x1c70	0x31303631313564	320
0x1c70	0x623765336536	320
0x1dd8	0x353738303633	320
0x1dd8	0x64356236313032	320
0x1dd8	0x64356236313033	320
0x1dd8	0x64356236313037	320
0x1dd8	0x64356236313038	320
0x1dd8	0x3631313863	320
0x1dd8	0x63333738646161	320
0x1dd8	0x64356236303030	320
0x1dd8	0x66303231393136	320
0x1dd8	0x31303631313564	320
0x1dd8	0x623765336536	320
0x1e46	0x353738303633	320
0x1e46	0x64356236313032	320
0x1e46	0x64356236313033	320
0x1e46	0x64356236313037	320
0x1e46	0x64356236313038	320
0x1e46	0x3631313863	320
0x1e46	0x63333738646161	320
0x1e46	0x64356236303030	320
0x1e46	0x66303231393136	320
0x1e46	0x31303631313564	320
0x1e46	0x623765336536	320
0x20aa	0x353738303633	320
0x20aa	0x64356236313032	320
0x20aa	0x64356236313033	320
0x20aa	0x64356236313037	320
0x20aa	0x64356236313038	320
0x20aa	0x3631313863	320
0x20aa	0x63333738646161	320
0x20aa	0x64356236303030	320
0x20aa	0x66303231393136	320
0x20aa	0x31303631313564	320
0x20aa	0x623765336536	320
0x230e	0x353738303633	320
0x230e	0x64356236313032	320
0x230e	0x64356236313033	320
0x230e	0x64356236313037	320
0x230e	0x64356236313038	320
0x230e	0x3631313863	320
0x230e	0x63333738646161	320
0x230e	0x64356236303030	320
0x230e	0x66303231393136	320
0x230e	0x31303631313564	320
0x230e	0x623765336536	320
0x2572	0x353738303633	320
0x2572	0x64356236313032	320
0x2572	0x64356236313033	320
0x2572	0x64356236313037	320
0x2572	0x64356236313038	320
0x2572	0x3631313863	320
0x2572	0x63333738646161	320
0x2572	0x64356236303030	320
0x2572	0x66303231393136	320
0x2572	0x31303631313564	320
0x2572	0x623765336536	320
0x2b89	0x353738303633	320
0x2b89	0x64356236313032	320
0x2b89	0x64356236313033	320
0x2b89	0x64356236313037	320
0x2b89	0x64356236313038	320
0x2b89	0x3631313863	320
0x2b89	0x63333738646161	320
0x2b89	0x64356236303030	320
0x2b89	0x66303231393136	320
0x2b89	0x31303631313564	320
0x2b89	0x623765336536	320
0x2f9e	0x353738303633	320
0x2f9e	0x64356236313032	320
0x2f9e	0x64356236313033	320
0x2f9e	0x64356236313037	320
0x2f9e	0x64356236313038	320
0x2f9e	0x3631313863	320
0x2f9e	0x63333738646161	320
0x2f9e	0x64356236303030	320
0x2f9e	0x66303231393136	320
0x2f9e	0x31303631313564	320
0x2f9e	0x623765336536	320
0x3061	0x363030	320
0x3250	0x353738303633	320
0x3250	0x64356236313032	320
0x3250	0x64356236313033	320
0x3250	0x64356236313037	320
0x3250	0x64356236313038	320
0x3250	0x3631313863	320
0x3250	0x63333738646161	320
0x3250	0x64356236303030	320
0x3250	0x66303231393136	320
0x3250	0x31303631313564	320
0x3250	0x623765336536	320
0x32be	0x353738303633	320
0x32be	0x64356236313032	320
0x32be	0x64356236313033	320
0x32be	0x64356236313037	320
0x32be	0x64356236313038	320
0x32be	0x3631313863	320
0x32be	0x63333738646161	320
0x32be	0x64356236303030	320
0x32be	0x66303231393136	320
0x32be	0x31303631313564	320
0x32be	0x623765336536	320
0x3522	0x353738303633	320
0x3522	0x64356236313032	320
0x3522	0x64356236313033	320
0x3522	0x64356236313037	320
0x3522	0x64356236313038	320
0x3522	0x3631313863	320
0x3522	0x63333738646161	320
0x3522	0x64356236303030	320
0x3522	0x66303231393136	320
0x3522	0x31303631313564	320
0x3522	0x623765336536	320
0x371f	0x363030	320
0x3786	0x353738303633	320
0x3786	0x64356236313032	320
0x3786	0x64356236313033	320
0x3786	0x64356236313037	320
0x3786	0x64356236313038	320
0x3786	0x3631313863	320
0x3786	0x63333738646161	320
0x3786	0x64356236303030	320
0x3786	0x66303231393136	320
0x3786	0x31303631313564	320
0x3786	0x623765336536	320
0x39ea	0x353738303633	320
0x39ea	0x64356236313032	320
0x39ea	0x64356236313033	320
0x39ea	0x64356236313037	320
0x39ea	0x64356236313038	320
0x39ea	0x3631313863	320
0x39ea	0x63333738646161	320
0x39ea	0x64356236303030	320
0x39ea	0x66303231393136	320
0x39ea	0x31303631313564	320
0x39ea	0x623765336536	320
0x3fed	0x3835	315
0x3fed	0x3935	59
0x3fed	0x3830	320
0x4008	0x353738303633	320
0x4008	0x64356236313032	320
0x4008	0x64356236313033	320
0x4008	0x64356236313037	320
0x4008	0x64356236313038	320
0x4008	0x3631313863	320
0x4008	0x63333738646161	320
0x4008	0x64356236303030	320
0x4008	0x66303231393136	320
0x4008	0x31303631313564	320
0x4008	0x623765336536	320
