0x8e
0x189
0x1b7
0x22d
0x284
0x28d
0x2a4
0x4a7
0x4cd
0x4f3
0x519
0x545
0x5e3
0x61a
0x621
0x6bf
0x6d6
0x6e5
0x704
0x70b
0x796
0x7a9
0x8b4
0x8c7
0x90b
0x92a
0x931
0xa8d
0xb2f
0xb6e
0xbe4
0xca9
0xe2c
0xe91
0xf05
0x11d5
0x12cc
0x12ea
0x1423
0x1504
0x1528
0x1548
0x15be
0x1640
0x167e
0x172f
0x1740
0x1812
0x1900
0x1998
0x19da
0x1d1b
0x1d82
0x1e25
0x1e5e
0x1f28
0x1fc5
0x1ffe
0x2035
0x20c5
0x20fe
0x2216
0x2254
0x228c
0x22f4
0x22f9
0x2358
0x2384
0x2509
0x255a
0x25ba
0x25c5
0x25f8
0x2625
