0x19d
0x48c
0x493
0x54f
0x5e0
0x63b
0x685
0x6ab
0x6cc
0x714
0x8b8
0x9ea
0xdb0
0xdbd
0xe8c
0xe91
0xe9e
0xea3
0x10a1
0x1105
0x11ef
0x1228
0x1391
0x14bc
0x14ea
0x1534
0x1542
0x1552
0x159a
0x15a8
0x15cc
0x1679
0x16b2
0x1773
0x17ac
0x184a
0x18f4
0x18f9
0x1914
0x1933
0x193c
0x1990
0x19d8
0x1aa6
0x1b78
0x1ca1
0x1cb8
0x1cfc
0x1d50
0x20b8
0x20e8
0x2182
0x21cc
0x226b
0x2298
