0x0	0x1a5	926234424
0x0	0x1ff	14640
0x0	0x216	3630434
0x0	0x49e	2147483647
0x0	0x4a6	13665
0x0	0x4df	2147483647
0x0	0x590	13872
0x0	0x5ea	2147483647
0x0	0x797	3355697
0x0	0x7c1	3355697
0x0	0x7e0	2147483647
0x0	0x993	3355697
0x0	0xa44	2147483647
0x0	0xc1a	2147483647
0x0	0xc76	13622
0x0	0xc7f	3355697
0x0	0xd9a	12857
0x0	0xda5	3355697
0x0	0xe1e	25702
0x0	0xed4	811808054
0x0	0xf7f	3355697
0x0	0x143d	2147483647
0x0	0x157c	25395
0x0	0x1591	1647718705
0x0	0x1599	2147483647
0x0	0x19c3	2147483647
0x0	0x1a5f	3551280
0x0	0x1b89	3551280
0x0	0x1ea9	3553635
0x0	0x1f32	2147483647
0x0	0x20d2	14385
0x0	0x21f8	14385
0x0	0x2251	2147483647
0x0	0x2298	2147483647
0x0	0x2681	2147483647
0x0	0x298a	14385
0x0	0x2b24	6567222
0x0	0x2bca	2147483647
0x0	0x2d1a	14385
0x0	0x2e15	2147483647
0x0	0x3129	2147483647
0x0	0x31c5	3551280
0x0	0x32ef	3551280
0x0	0x33f1	3553635
0x0	0x34fe	14388
0x0	0x359a	14385
0x0	0x35ee	26211
0x0	0x380a	808858934
0x0	0x3ad7	2147483647
0x0	0x3d12	14385
0x0	0x409e	892547382
0x0	0x40fa	14385
0x0	0x41df	12598
