0x19	0x6535	320
0x24	0x66666666666666	320
0x24	0x3531393431	320
0x24	0x64356235303631	320
0x24	0x63333738646161	320
0x339	0x3135	320
0x393	0x66666666666666	320
0x393	0x3531393431	320
0x393	0x64356235303631	320
0x393	0x63333738646161	320
0x7ed	0x363030	320
0xb9e	0x3761	320
0xbae	0x61393561	320
0xbf	0x66666666666666	320
0xbf	0x3531393431	320
0xbf	0x64356235303631	320
0xbf	0x63333738646161	320
0x3b0	0x3033	320
0x3b0	0x3135	62
0xb56	0x66666666666666	320
0xb56	0x3531393431	320
0xb56	0x64356235303631	320
0xb56	0x63333738646161	320
0xb76	0x336566	320
0xbc9	0x66666666666666	878863416
0xbc9	0x3531393431	878863416
0xbc9	0x64356235303631	878863416
0xbc9	0x63333738646161	878863416
0xbc9	0x61393561	1395207894
0xbc9	0x34626438	2147483647
