0xd9
0x69a
0x7a8
0x7ea
0x886
0x912
0x99a
0x9de
0xa22
0xa2d
0xb79
0xc20
0xd9a
0xdb2
0xe4a
0x13d8
0x13df
0x141c
0x143e
0x146a
0x1541
0x1548
0x16ce
0x16d5
0x170e
0x1715
0x1776
0x1938
0x19b9
0x19f8
0x1a48
0x1a9a
0x1d75
0x1ec1
0x2131
0x23d9
0x25cc
0x2747
0x27c1
0x2942
0x2aa1
0x2d41
0x30f3
0x31be
0x325d
0x3264
0x3304
0x33bb
0x3464
