0x14b
0x179
0x1b0
0x1fc
0x41f
0x5c2
0x736
0x754
0x7bc
0x82d
0xbbf
0xbcc
0xbee
0xd6f
0xeac
0x128a
0x1363
0x143a
0x1452
0x147c
0x14a2
0x14ac
0x14f2
0x16f6
0x17ad
0x17cf
