0x15c
0x191
0x41a
0x596
0x680
0x728
0x7fa
0x9de
0xe6c
0xeaa
0x10c5
0x152e
0x17bd
0x1945
0x1b9b
0x1ed1
0x2191
0x21b8
0x25dd
0x2664
0x2963
0x2c0b
0x2d84
0x2de2
0x2e7f
0x2e85
0x2e9a
