0x138	0x3338	320
0x1b3	0x3035	320
0x549	0x3935	320
0x74f	0x6435	64
0x74f	0x6335	320
0xcc7	0x6435	320
0xd15	0x6435	320
0xd57	0x6435	320
0x161d	0x31306631	1325452547
0x161d	0x393533363935	3224373
0x161d	0x396139	2146947579
0x161d	0x363030	2147156740
0x161d	0x3431323133	3224373
0x161d	0x363130	2147156484
0x161d	0x393235	2146959615
0x161d	0x313335	2147483647
0x161d	0x623133336631	3224373
0x161d	0x6465306635	3224373
0x161d	0x393135	2146959871
0x161d	0x613735	2144336895
0x161d	0x356236303230	3224373
0x161d	0x623438	2144272124
0x161d	0x31656530	1321979396
0x161d	0x6237356433	3224373
0x161d	0x61353931	519830019
0x161d	0x64316664	469748944
0x161d	0x63333738646161	3224373
0x161d	0x643461	2144141011
0x1719	0x393235	64
0x1719	0x393135	320
0x1745	0x613735	320
0x17c3	0x363030	320
0x17c3	0x363130	64
0x1d0a	0x3035	317
0x1d0a	0x3033	319
0x1d0a	0x3032	320
0x1f26	0x3035	317
0x1f26	0x3033	319
0x1f26	0x3032	320
0x2141	0x3535	320
0x2353	0x6335	64
0x2353	0x6235	320
0x2493	0x623438	320
0x2555	0x6435	64
0x2555	0x6335	320
0x2778	0x64316664	320
0x2846	0x3761	320
0x10f	0x31306631	320
0x844	0x3035	318
0x844	0x3033	320
0x8ec	0x393533363935	320
0x8ec	0x3431323133	320
0x8ec	0x623133336631	320
0x8ec	0x6465306635	320
0x8ec	0x356236303230	320
0x8ec	0x6237356433	320
0x8ec	0x63333738646161	320
0x955	0x396139	320
0x103f	0x393533363935	862085990
0x103f	0x3431323133	862085990
0x103f	0x623133336631	862085990
0x103f	0x6465306635	862085990
0x103f	0x356236303230	862085990
0x103f	0x6237356433	862085990
0x103f	0x63333738646161	862085990
0x12ad	0x363130	320
0x13b8	0x31306631	124519271
0x13b8	0x396139	946014303
0x13b8	0x393235	946026339
0x13b8	0x613735	943403619
0x13b8	0x623438	943338848
0x13b8	0x31656530	121046120
0x13b8	0x643461	943207735
0x1460	0x3035	318
0x1460	0x3033	320
0x16cc	0x393533363935	320
0x16cc	0x3431323133	320
0x16cc	0x623133336631	320
0x16cc	0x6465306635	320
0x16cc	0x356236303230	320
0x16cc	0x6237356433	320
0x16cc	0x63333738646161	320
0x16d3	0x393533363935	320
0x16d3	0x3431323133	320
0x16d3	0x623133336631	320
0x16d3	0x6465306635	320
0x16d3	0x356236303230	320
0x16d3	0x6237356433	320
0x16d3	0x63333738646161	320
0x1a0c	0x393533363935	320
0x1a0c	0x3431323133	320
0x1a0c	0x623133336631	320
0x1a0c	0x6465306635	320
0x1a0c	0x356236303230	320
0x1a0c	0x6237356433	320
0x1a0c	0x63333738646161	320
0x1e62	0x31306631	124519271
0x1e62	0x396139	946014303
0x1e62	0x393235	946026339
0x1e62	0x613735	943403619
0x1e62	0x623438	943338848
0x1e62	0x31656530	121046120
0x1e62	0x643461	943207735
0x1e98	0x3035	318
0x1e98	0x3033	320
0x2058	0x31306631	124519271
0x2058	0x396139	946014303
0x2058	0x393235	946026339
0x2058	0x613735	943403619
0x2058	0x623438	943338848
0x2058	0x31656530	121046120
0x2058	0x643461	943207735
0x24a0	0x31656530	320
0x24c3	0x393533363935	320
0x24c3	0x3431323133	320
0x24c3	0x623133336631	320
0x24c3	0x6465306635	320
0x24c3	0x356236303230	320
0x24c3	0x6237356433	320
0x24c3	0x63333738646161	320
0x24ca	0x61353931	320
0x27e4	0x3035	318
0x27e4	0x3033	320
0x281c	0x393533363935	320
0x281c	0x3431323133	320
0x281c	0x623133336631	320
0x281c	0x6465306635	320
0x281c	0x356236303230	320
0x281c	0x6237356433	320
0x281c	0x63333738646161	320
0x2879	0x643461	320
