0xe3
0x167
0x3f0
0x534
0x61a
0x756
0xa64
0xab0
0xac0
0xb18
0xb70
0xbbc
0xbcc
0xc28
0xc38
0xd6c
0xd9e
0xdb3
0xdc4
0xdcc
0xe00
0xe24
0xe94
0xea0
0xec0
0xee0
0xf60
0xf7a
0xffc
0x108a
0x10b0
0x1100
0x11ba
0x120c
0x122e
0x127e
0x12a8
0x1416
0x1420
0x143c
0x146a
0x14a4
0x172e
0x1790
0x17fc
0x1831
0x188e
0x1902
0x196d
0x1aa6
0x1c17
0x1dcd
0x1e5a
0x1e7f
0x1f47
0x200c
0x20c6
0x20eb
0x21b7
