0x1a1
0x1f0
0x213
0x389
0x479
0x599
0x5ba
0x5bf
0x5fd
0x687
0x6cb
0x6f1
0x712
0x717
0x75a
0x761
0x798
0x79f
0x8be
0x989
0xbe1
0xc6a
0xd35
0xe3a
0xe5d
0xf2e
0x109e
0x1275
0x1484
0x1533
