0x4f
0x235
0x358
0x39a
0x42a
0x705
0xa70
0xb00
0xe14
0xf7c
0x1187
0x13eb
0x149c
0x157b
0x15d8
0x1655
0x16bc
0x181c
0x183b
0x1851
0x1924
0x1937
0x1a02
0x1a53
0x1bd6
0x1c18
0x1cdc
0x1d00
0x1d0e
0x1dbe
0x209f
0x20b6
0x20ea
0x210c
0x2125
0x214a
0x22a4
0x22d2
0x249b
0x253f
0x26ec
0x27ec
0x2858
0x2876
0x29d2
0x2aa1
0x2df5
0x309d
0x30e9
0x3109
