0x18d50x127a	0x1bbf0x128b0x127a	0x1b490x128b0x127a++4	4	60
0x18d50x127a	0x1bbf0x128b0x127a	0x246f0x1b200x128b0x127a++96	0	64
0x18d50x127a	0x22b70x14e50x127a	0x196d0x127a++0	0	160
0x18d50x127a	0x22b70x14e50x127a	0x19290x127a++4	4	156
0x18d50x127a	0x22b70x14e50x127a	0x18a10x127a++36	36	124
0x18d50x127a	0x22480x14e50x127a	0x196d0x127a++0	0	160
0x18d50x127a	0x22480x14e50x127a	0x19290x127a++4	4	156
0x18d50x127a	0x22480x14e50x127a	0x18a10x127a++36	36	124
0x18d50x127a	0x21ee0x14e50x127a	0x196d0x127a++0	0	160
0x18d50x127a	0x21ee0x14e50x127a	0x19290x127a++4	4	156
0x18d50x127a	0x21ee0x14e50x127a	0x18a10x127a++36	36	124
0x18d50x127a	0x219c0x14e50x127a	0x196d0x127a++0	0	160
0x18d50x127a	0x219c0x14e50x127a	0x19290x127a++4	4	156
0x18d50x127a	0x219c0x14e50x127a	0x18a10x127a++36	36	124
0x18d50x13e9	0x1bbf0x1468	0x1b490x1468++4	4	60
0x18d50x13e9	0x1bbf0x1468	0x246f0x1b200x1468++96	0	64
0x18d50x13e9	0x22b70x21470x1462	0x196d0x13e9++0	0	160
0x18d50x13e9	0x22b70x21470x1462	0x19290x13e9++4	4	156
0x18d50x13e9	0x22b70x21470x1462	0x18a10x13e9++36	36	124
0x18d50x13e9	0x22480x21470x1462	0x196d0x13e9++0	0	160
0x18d50x13e9	0x22480x21470x1462	0x19290x13e9++4	4	156
0x18d50x13e9	0x22480x21470x1462	0x18a10x13e9++36	36	124
0x18d50x13e9	0x21ee0x21470x1462	0x196d0x13e9++0	0	160
0x18d50x13e9	0x21ee0x21470x1462	0x19290x13e9++4	4	156
0x18d50x13e9	0x21ee0x21470x1462	0x18a10x13e9++36	36	124
0x18d50x13e9	0x219c0x21470x1462	0x196d0x13e9++0	0	160
0x18d50x13e9	0x219c0x21470x1462	0x19290x13e9++4	4	156
0x18d50x13e9	0x219c0x21470x1462	0x18a10x13e9++36	36	124
0x18d50x13e9	0x22b70x14e50x13e9	0x196d0x13e9++0	0	160
0x18d50x13e9	0x22b70x14e50x13e9	0x19290x13e9++4	4	156
0x18d50x13e9	0x22b70x14e50x13e9	0x18a10x13e9++36	36	124
0x18d50x13e9	0x22480x14e50x13e9	0x196d0x13e9++0	0	160
0x18d50x13e9	0x22480x14e50x13e9	0x19290x13e9++4	4	156
0x18d50x13e9	0x22480x14e50x13e9	0x18a10x13e9++36	36	124
0x18d50x13e9	0x21ee0x14e50x13e9	0x196d0x13e9++0	0	160
0x18d50x13e9	0x21ee0x14e50x13e9	0x19290x13e9++4	4	156
0x18d50x13e9	0x21ee0x14e50x13e9	0x18a10x13e9++36	36	124
0x18d50x13e9	0x219c0x14e50x13e9	0x196d0x13e9++0	0	160
0x18d50x13e9	0x219c0x14e50x13e9	0x19290x13e9++4	4	156
0x18d50x13e9	0x219c0x14e50x13e9	0x18a10x13e9++36	36	124
0x1f100x1468	0x3980x51f	0x1fcb0x1468++0	0	160
0x1f100x1468	0x3980x51f	0x2790x51f++32	32	128
0x1f100x1468	0x3980x51f	0x1f3f0x1468++4	4	156
0x1f100x1468	0x3980x51f	0x1f3f0x1468++68	68	92
0x1f100x1468	0x3980x51f	0x1f3f0x1468++100	100	60
0x1f100x1468	0x3980x51f	0x2790x51f++64	64	96
0x1f100x1468	0x3980x51f	0x1edc0x1468++36	36	124
0x1f100x1468	0x3980x51f	0x2790x51f++96	96	64
0x1f100x1468	0x22b70x1b200x1468	0x1fcb0x1468++0	0	160
0x1f100x1468	0x22b70x1b200x1468	0x1f3f0x1468++4	4	156
0x1f100x1468	0x22b70x1b200x1468	0x1edc0x1468++36	36	124
0x1f100x1468	0x22480x1b200x1468	0x1fcb0x1468++0	0	160
