0x1f4
0x1ff
0x23b
0x2b2
0x377
0x390
0x39b
0x3a6
0x3b4
0x42f
0x46b
0x48a
0x495
0x500
0x505
0x541
0x55a
0x5a4
0x5c3
0x5ff
0x620
0x629
0x642
0x692
0x6b4
0x6e2
0x734
0x761
0x77a
0x899
0x90a
0x922
0xa03
0xa7a
0xb08
0xca8
0xcad
0xcc6
0xd9f
0xdaa
0xea4
0xf5b
0xfc0
0xfd8
0x10c5
0x11b1
0x11bc
0x1297
0x12b8
0x12d3
0x12fa
0x1400
0x1412
0x142d
0x1511
0x1518
0x1534
0x15c3
0x15ca
0x15e6
0x15f0
0x1666
0x166b
0x16d6
0x172a
0x1952
0x1970
0x197a
0x19b4
0x19cf
0x19ea
0x1a87
0x1ad2
