0x18b
0x3ca
0x430
0x4b2
0x516
0x546
0x664
0x6c6
0x758
0x81c
0x854
0x972
0x9cc
0xabc
0xd46
0xf9f
0x108c
0x10e2
0x11e1
0x1376
0x1390
0x13fa
0x13ff
0x1406
0x1414
0x1470
0x14ee
0x14fc
0x165b
0x1672
0x16e0
0x16eb
0x1751
0x1768
0x17d6
0x17e5
0x1964
0x1990
0x1a17
0x1ab0
0x1b8a
0x1bae
0x1bde
0x1c72
0x1c9e
0x1d32
0x1dc0
0x1dc7
0x21d0
0x2390
0x24ce
0x24fa
0x261c
0x2b17
0x2b20
0x2e27
0x2e2c
0x2fd2
0x3065
0x3084
0x31a8
0x32a2
0x3400
0x341a
0x3436
0x3456
0x3516
0x363e
0x3758
0x379f
0x3839
0x38ec
0x3916
0x39ee
0x3a12
0x3b50
0x3b81
0x3c80
0x3d10
0x3ee8
0x3f88
0x4030
0x413c
0x414a
0x4242
0x42ba
0x434a
0x43e0
0x47c2
0x48e4
0x4933
0x4a07
0x4b55
0x4b5d
0x4b82
0x4bc8
0x4c34
0x4c5c
0x4c61
0x4c9a
0x4d24
0x4d80
0x4ed0
0x4ef2
0x4ef7
0x4f92
0x4f97
0x4fa7
0x5120
0x51b2
0x536f
0x5406
0x5424
0x543e
0x5453
