0x349	0x3935	320
0x53f	0x3435	320
0x792	0x316164653134	320
0x792	0x66666666666666	320
0x792	0x31303631303465	320
0x792	0x63333738646161	320
0xde7	0x363030	320
0x1024	0x3761	320
0x102f	0x3435	66
0x102f	0x3337	320
0x159	0x316164653134	320
0x159	0x66666666666666	320
0x159	0x31303631303465	320
0x159	0x63333738646161	320
0x4ec	0x3033	320
0x582	0x316164653134	320
0x582	0x66666666666666	320
0x582	0x31303631303465	320
0x582	0x63333738646161	320
0x872	0x316164653134	320
0x872	0x66666666666666	320
0x872	0x31303631303465	320
0x872	0x63333738646161	320
0x8ca	0x6464	320
0x9a9	0x316164653134	320
0x9a9	0x66666666666666	320
0x9a9	0x31303631303465	320
0x9a9	0x63333738646161	320
0xae8	0x393235	946026339
0xc51	0x363030	320
0xd17	0x316164653134	320
0xd17	0x66666666666666	320
0xd17	0x31303631303465	320
0xd17	0x63333738646161	320
0xdf3	0x363030	320
0xfca	0x316164653134	320
0xfca	0x66666666666666	320
0xfca	0x31303631303465	320
0xfca	0x63333738646161	320
