0xf2
0xf8
0x109
0x150
0x247
0x344
0x3c3
0x401
0x572
0x581
0x5bf
0x5e5
0x61c
0x623
0x649
0x687
0x6cc
0x6d1
0x70f
0x8af
0x998
0x99f
0xbd3
0xcf1
0xdb1
0xdea
0xf48
0x11aa
0x1238
0x12a6
0x13b2
0x14d6
0x1500
0x1683
0x17c2
0x1932
0x1a46
0x1bb2
0x1c54
0x1ca0
0x1e66
0x2157
