0x5d
0x73
0xaa
0x115
0x3c0
0x460
0x5bc
0x7ba
0x7c1
0x8f0
0x8fe
0x93a
0x986
0xb86
0xc0c
0xc36
0xddc
0xe0c
0xeac
0xeb4
0xff6
0x1064
0x1080
0x117c
0x11f8
0x1230
0x13b0
0x141e
0x14ca
0x14f4
0x157e
0x165d
0x16e0
0x175c
0x17aa
0x181b
0x191c
0x1998
0x19ba
0x1a5a
0x1a8c
0x1b75
0x1c26
0x1ca4
0x1d8d
0x1dfc
0x1e0e
0x1eef
0x1f32
0x201f
0x2083
0x2113
0x2258
0x237b
