0x1b9
0x1f9
0x291
0x33a
0x3bc
0x432
0x553
0x56c
0x5a6
0x690
0x796
0x79f
0x7aa
0x7e7
0x800
0x858
0x8b6
0x8c1
0x916
0x9ae
0xa46
0xaa8
0xba8
0xbd9
0xd1b
0xd7f
0xe02
0xeb5
0xfd7
0x10d1
0x1129
0x1181
0x119e
0x1292
0x12b6
0x1376
0x138f
0x147f
0x149c
0x14a9
0x14cc
0x14d9
0x153a
0x154c
0x156a
0x1584
0x15d0
0x16ed
0x1888
0x1896
0x18a8
0x18b6
0x18d6
0x18e4
0x192c
0x1a0f
0x1a50
0x1a60
0x1a98
0x1cca
0x1dc2
0x1eba
0x1f04
0x1f85
0x1ff0
0x2055
0x20aa
0x20f2
0x2182
0x2292
0x231d
0x24a7
0x24c6
