0xd8	0x117	0	0xb6
0xdf	0x117	4	0xd9
0xe6	0x117	36	0xe0
0x10c	0x117	68	0xe7
0x162	0x246	0	0x160
0x162	0x290	0	0x160
0x162	0x5ad	0	0x160
0x162	0x657	0	0x160
0x165	0x198	0	0x163
0x178	0x1ed	0	0x171
0x189	0x215	0	0x183
0x355	0x41d	0	0x353
0x35b	0x41d	96	0x359
0x394	0x41d	32	0x392
0x3d3	0x41d	64	0x3d1
0x447	0x45d	0	0x445
0x44f	0x45d	32	0x8c2
0x453	0x45d	64	0x8cf
0x519	0x51e	0	0x506
0x576	0x57b	0	0x563
0x624	0x628	0	0x611
0x70c	0x359	0	0x701_0x0
0x70c	0x362	0	0x701_0x0
0x70c	0x7e3	0	0x701_0x0
0x718	0x735	0	0x715
0x739	0x398	0	0x701_0x0
0x739	0x3a1	0	0x701_0x0
0x739	0x7fe	0	0x701_0x0
0x745	0x762	0	0x742
0x766	0x3d7	0	0x701_0x0
0x766	0x3e0	0	0x701_0x0
0x766	0x832	0	0x701_0x0
0x772	0x343	0	0x76f
0x772	0x418	0	0x76f
0x7bb	0x7c0	0	0x7a9
0x898	0x89d	0	0x885
0x2ff0x2e3	0x3090x2e3	0	0x6e4
0x2ff0x30a	0x3090x30a	0	0x6eb
0x2ff0x45e	0x3090x45e	0	0x8d8
0x2ff0x473	0x3090x473	0	0x8e3
0x2ff0x488	0x3090x488	0	0x8e7
0x2ff0x49d	0x3090x49d	0	0x4bd_0x0
0x2ff0x4be	0x3090x4be	0	0x8ec
0x2ff0x4d3	0x3090x4d3	0	0x8f9
