0x23d
0x272
0x309
0x33e
0x3a7
0x3de
0x3e5
0x480
0x487
0x4fa
0x4ff
0x603
0x63d
0x6b5
0x725
0x75f
0x82f
0x9a6
0xe9c
0xfc3
0xffd
0x1041
0x10ef
0x1129
0x1179
0x12fb
0x1333
0x13ac
0x14ba
0x1568
0x174b
0x186e
0x1934
0x19b0
0x19ce
0x1a4d
0x1af4
0x1b84
0x1c2e
0x1d22
0x1dc0
0x1e35
0x2070
0x20c8
0x210e
0x214a
0x21be
0x21dc
0x22a0
0x237f
0x23b8
0x24d5
0x250e
0x26d2
0x288b
0x2ad5
0x2b63
0x2b85
0x2c02
0x2d1c
0x2fd0
0x3032
0x30ba
0x31ea
0x324c
0x32d4
0x3330
0x3364
0x3432
0x34bc
0x34cc
0x34f6
0x3506
0x363a
0x3700
0x3762
0x37e8
0x38fa
0x3a9e
0x3abc
0x3bd1
