0x7c
0x207
0x24b
0x365
0x452
0x62e
0x639
0x658
0x6c0
0x6cb
0x6f2
0x6fb
0x734
0x7a4
0x7ad
0x7dd
0x8f2
0x907
0x98f
0xa70
0xac4
0xc20
0xe89
0xf87
0x105e
0x10f6
0x1315
0x13c0
0x1404
0x146a
0x147a
0x149e
0x1556
0x1566
0x1576
0x1586
0x159e
0x15ab
0x1633
0x166c
0x16c6
0x16d3
0x175d
0x1796
0x1807
0x18fd
0x19ae
0x19ea
0x1b00
0x1c40
0x1cd5
0x1d12
0x1d43
0x1e08
0x1e58
0x1e76
0x1ffe
0x2201
0x2226
0x23a0
0x2516
0x254c
0x255c
0x264d
0x2686
0x2739
0x2772
0x279e
0x27b8
0x27d6
0x28ec
0x2982
0x2bb5
0x2c6d
0x2c78
0x2e33
0x2ee7
0x2f0a
0x2fcd
