0x1d1
0x222
0x296
0x3f6
0x428
0x471
0x490
0x497
0x4b6
0x4bd
0x4e7
0x595
0x5d3
0x61f
0x694
0x6e2
0x6e7
0x7ae
0x7ce
0x841
0x876
0x895
0x92e
0x95e
0x999
0x9fc
0xa2a
0xa55
0xa7a
0xa7f
0xa8c
0xa91
0xac4
0xb3e
0xbf6
0xc4e
0xd6f
0xda9
0xe9a
0xec4
0xfd5
0x1170
0x126a
0x12f1
0x136a
0x13a6
0x13d4
0x1493
0x152b
0x1656
0x1707
0x178a
0x1867
0x19be
0x1a99
0x1af1
