0xf8
0x10e
0x124
0x13a
0x207
0x275
0x2cf
0x360
0x5dc
0x5fd
0x713
0x7a6
0x80f
0x831
0x989
0x9ab
0xb20
0xbc7
0xf67
0x105c
0x1086
0x11e8
0x136c
0x13ee
0x142a
0x1480
0x14ae
0x1522
0x1550
0x1598
0x15c6
0x1814
0x186a
0x18c0
0x199e
0x1cf2
0x1d74
0x20a8
0x2110
0x225a
0x281c
0x2854
0x2abd
0x2c10
0x2f78
0x3044
0x3761
0x38a8
0x38cd
0x3ca3
0x3efb
0x408e
0x41c8
0x4318
0x442e
0x44fe
0x453a
0x455b
0x49d3
0x4c86
0x4cc2
0x4df4
0x507d
0x548c
0x5504
0x55be
0x561c
0x5884
0x5d68
0x5fdd
0x6343
0x63ac
0x6680
