0x1bd
0x20e
0x434
0x536
0x5f6
0x74c
0x83c
0x101a
0x1040
0x1104
0x1152
0x11b1
0x1532
0x16a2
0x16c8
0x1910
0x193c
0x1ab8
0x1aec
0x1bce
0x1c1c
0x21c1
0x21e2
0x2459
0x24c6
0x24de
0x2761
0x2cb7
0x2e2c
0x304b
0x30e8
0x30fb
