0x9c
0x113
0x316
0x39c
0x3e4
0x5a8
0x7d0
0x84a
0x92a
0xadf
0xcab
0xf05
0xf68
0xf7a
0xfb0
0x1164
0x1173
0x1221
0x133c
0x14ad
0x1506
0x150e
0x1520
0x1657
0x16fd
0x1988
0x19b0
