0x95	0x3935	320
0x475	0x353631303335	320
0x475	0x66313931363930	320
0x475	0x6165373534	320
0x475	0x3432356238	320
0x475	0x64356235303531	320
0x475	0x3564373931	320
0x475	0x31666164656232	320
0x475	0x626133323962	320
0x475	0x393136303230	320
0x475	0x64356235303930	320
0x475	0x626139343666	320
0x753	0x6535	320
0x7c3	0x353631303335	320
0x7c3	0x66313931363930	320
0x7c3	0x6165373534	320
0x7c3	0x3432356238	320
0x7c3	0x64356235303531	320
0x7c3	0x3564373931	320
0x7c3	0x31666164656232	320
0x7c3	0x626133323962	320
0x7c3	0x393136303230	320
0x7c3	0x64356235303930	320
0x7c3	0x626139343666	320
0x98c	0x64316664	320
0xdef	0x3735	320
0xdef	0x3761	276
0xfeb	0x3535	320
0x13a2	0x64316664	320
0x142a	0x3761	320
0x143a	0x66323637	320
0x1480	0x3761	320
0x1498	0x353631303335	320
0x1498	0x66313931363930	320
0x1498	0x6165373534	320
0x1498	0x3432356238	320
0x1498	0x64356235303531	320
0x1498	0x3564373931	320
0x1498	0x31666164656232	320
0x1498	0x626133323962	320
0x1498	0x393136303230	320
0x1498	0x64356235303930	320
0x1498	0x626139343666	320
0xe1	0x66333261	320
0x1c7	0x353631303335	320
0x1c7	0x66313931363930	320
0x1c7	0x6165373534	320
0x1c7	0x3432356238	320
0x1c7	0x64356235303531	320
0x1c7	0x3564373931	320
0x1c7	0x31666164656232	320
0x1c7	0x626133323962	320
0x1c7	0x393136303230	320
0x1c7	0x64356235303930	320
0x1c7	0x626139343666	320
0x1e4	0x3033	320
0x424	0x353631303335	320
0x424	0x66313931363930	320
0x424	0x6165373534	320
0x424	0x3432356238	320
0x424	0x64356235303531	320
0x424	0x3564373931	320
0x424	0x31666164656232	320
0x424	0x626133323962	320
0x424	0x393136303230	320
0x424	0x64356235303930	320
0x424	0x626139343666	320
0x451	0x31323737	320
0x45b	0x353631303335	320
0x45b	0x66313931363930	320
0x45b	0x6165373534	320
0x45b	0x3432356238	320
0x45b	0x64356235303531	320
0x45b	0x3564373931	320
0x45b	0x31666164656232	320
0x45b	0x626133323962	320
0x45b	0x393136303230	320
0x45b	0x64356235303930	320
0x45b	0x626139343666	320
0x696	0x353631303335	2147483647
0x696	0x66313931363930	2147483647
0x696	0x6165373534	2147483647
0x696	0x3432356238	2147483647
0x696	0x64356235303531	2147483647
0x696	0x3564373931	2147483647
0x696	0x31666164656232	2147483647
0x696	0x626133323962	2147483647
0x696	0x393136303230	2147483647
0x696	0x64356235303930	2147483647
0x696	0x626139343666	2147483647
0x7b6	0x353631303335	13669
0x7b6	0x66313931363930	13669
0x7b6	0x6165373534	13669
0x7b6	0x3432356238	13669
0x7b6	0x64356235303531	13669
0x7b6	0x3564373931	13669
0x7b6	0x31666164656232	13669
0x7b6	0x626133323962	13669
0x7b6	0x393136303230	13669
0x7b6	0x64356235303930	13669
0x7b6	0x626139343666	13669
0x8ae	0x66333261	1275343359
0x8ae	0x353631303335	842490977
0x8ae	0x66313931363930	842490977
0x8ae	0x6165373534	842490977
0x8ae	0x3432356238	842490977
0x8ae	0x64356235303531	842490977
0x8ae	0x3564373931	842490977
0x8ae	0x31666164656232	842490977
0x8ae	0x626133323962	842490977
0x8ae	0x32376461	2147483647
0x8ae	0x393136303230	842490977
0x8ae	0x64316664	1309015548
0x8ae	0x64356235303930	842490977
0x8ae	0x66323637	1275407913
0x8ae	0x626139343666	842490977
0x8ce	0x353631303335	320
0x8ce	0x66313931363930	320
0x8ce	0x6165373534	320
0x8ce	0x3432356238	320
0x8ce	0x64356235303531	320
0x8ce	0x3564373931	320
0x8ce	0x31666164656232	320
0x8ce	0x626133323962	320
0x8ce	0x393136303230	320
0x8ce	0x64356235303930	320
0x8ce	0x626139343666	320
0x9f2	0x3033	320
0xc80	0x3033	320
0xd58	0x3033	320
0xd67	0x66333261	320
0xe24	0x3033	320
0x1196	0x353631303335	320
0x1196	0x66313931363930	320
0x1196	0x6165373534	320
0x1196	0x3432356238	320
0x1196	0x64356235303531	320
0x1196	0x3564373931	320
0x1196	0x31666164656232	320
0x1196	0x626133323962	320
0x1196	0x393136303230	320
0x1196	0x64356235303930	320
0x1196	0x626139343666	320
0x12d2	0x353631303335	320
0x12d2	0x66313931363930	320
0x12d2	0x6165373534	320
0x12d2	0x3432356238	320
0x12d2	0x64356235303531	320
0x12d2	0x3564373931	320
0x12d2	0x31666164656232	320
0x12d2	0x626133323962	320
0x12d2	0x393136303230	320
0x12d2	0x64356235303930	320
0x12d2	0x626139343666	320
0x1408	0x3033	320
