0x1f8
0x24a
0x2ab
0x2c2
0x475
0x5c8
0x6c6
0x6cd
0x6ec
0x6f3
0x712
0x719
0x7a7
0x7e5
0x90b
0x91f
0x940
0x945
0x983
0x9c1
0xa25
0xaf7
0xb5b
0xb81
0xba7
0xbd7
0xc1b
0xd23
0xd6d
0xdfd
0xe04
0xe22
0xe29
0xe67
0xed7
0xf33
0xffc
0x110c
0x1238
0x13eb
0x1411
0x1418
0x1428
0x1438
0x14ab
0x14b2
0x1514
0x153c
0x157e
0x15be
0x15dc
0x15e4
0x175b
0x1a30
0x1ad1
0x1af7
0x1b1c
0x1b90
0x1c46
0x1c9c
0x1d48
0x1f3f
0x2111
0x220a
0x2246
0x24b0
0x24bf
0x24e5
0x24fc
0x257f
0x2630
0x2654
0x2823
0x284f
0x2888
0x2898
0x2915
0x2b70
0x2c48
0x2c4d
0x2cc6
0x2d20
0x2d32
0x2e58
0x2e84
0x2eac
0x2ebe
0x2ee8
0x2faa
0x3049
0x3122
0x3142
0x32cb
0x345b
0x34ea
0x3534
0x359a
0x3771
0x3997
0x3b4d
0x3b78
