0x60	0x5d	0
0x8	0x7	0
0x55	0x54	0
0x58	0x57	0
0x5c	0x5b	0
0x61	0x60	0
0x65	0x64	0
0x66	0x65	0
0x69	0x68	0
0x6c	0x6b	0
0x6e	0x6d	0
0x84	0x83	0
0xad	0xac	0
0xb0	0xaf	0
0xf3	0xf2	0
0xf4	0xf3	0
0xfb	0xfa	0
0xfd	0xfc	0
0xff	0xfe	0
0x100	0xff	0
0x104	0x101	0
0x10a	0x109	0
0x10b	0x10a	0
0x10f	0x10e	0
0x110	0x10f	0
0x117	0x116	0
0x11c	0x11b	0
0x11d	0x11c	0
0x121	0x11a	0
0x12f	0x12e	0
0x175	0x174	0
0x176	0x175	0
0x17d	0x17c	0
0x183	0x182	0
0x185	0x184	0
0x187	0x186	0
0x188	0x187	0
0x18a	0x189	0
0x18c	0x18b	0
0x192	0x191	0
0x193	0x192	0
0x196	0x195	0
0x197	0x196	0
0x198	0x197	0
0x199	0x198	0
0x19b	0x19a	0
0x19c	0x19b	0
0x1a3	0x1a2	0
0x1a8	0x1a7	0
0x1a9	0x1a8	0
0x1ad	0x1a6	0
0x1bb	0x1ba	0
0x201	0x200	0
0x202	0x201	0
0x205	0x204	0
0x212	0x211	0
0x213	0x212	0
0x216	0x215	0
0x217	0x216	0
0x218	0x217	0
0x219	0x218	0
0x21b	0x21a	0
0x21c	0x21b	0
0x223	0x222	0
0x228	0x227	0
0x229	0x228	0
0x22d	0x226	0
0x262	0x25a	0
0x26b	0x26a	0
0x26c	0x26b	0
0x271	0x270	0
0x279	0x278	0
0x27a	0x279	0
0x28a	0x289	0
0x28f	0x285	0
0x290	0x28f	0
0x296	0x295	0
0x298	0x297	0
0x29d	0x299	0
0x29e	0x29d	0
0x2a0	0x29f	0
0x2a2	0x2a1	0
0x2a4	0x2a3	0
0x2ac	0x2ab	0
0x31c	0x314	0
0x31e	0x31d	0
0x31f	0x31e	0
0x322	0x321	0
0x323	0x322	0
0x327	0x326	0
0x32a	0x329	0
0x32b	0x32a	0
0x32c	0x32b	0
0x32e	0x325	0
0x336	0x335	0
0x362	0x35a	0
0x382	0x381	0
0x383	0x382	0
0x389	0x388	0
0x38a	0x389	0
0x390	0x38f	0
0x391	0x390	0
0x3da	0x3d9	0
0x3df	0x3de	0
0x3e0	0x3df	0
0x410	0x40f	0
0x419	0x418	0
0x41a	0x419	0
0x421	0x420	0
0x423	0x422	0
0x42a	0x429	0
0x42f	0x415	0
0x430	0x42f	0
0x439	0x438	0
0x43a	0x439	0
0x441	0x440	0
0x44a	0x449	0
0x44b	0x44a	0
0x453	0x452	0
0x461	0x45d	0
0x463	0x462	0
0x468	0x463	0
0x49a	0x492	0
0x4a0	0x49f	0
0x4a1	0x4a0	0
0x4a4	0x4a3	0
0x4a5	0x4a4	0
0x4a8	0x4a7	0
0x4aa	0x4a9	0
0x4af	0x4ab	0
0x4e2	0x4da	0
0x4eb	0x4ea	0
0x4ec	0x4eb	0
0x4f1	0x4f0	0
0x4f9	0x4f8	0
0x4fa	0x4f9	0
0x50a	0x509	0
0x50f	0x501	0
0x510	0x50f	0
0x515	0x514	0
0x51e	0x51d	0
0x51f	0x51e	0
0x53d	0x53c	0
0x546	0x540	0
0x570	0x56f	0
0x571	0x570	0
0x5a0	0x59f	0
0x5a4	0x5a3	0
0x5ad	0x5ac	0
0x5af	0x5a9	0
0x5b3	0x5a4	0
0x5b4	0x5b3	0
0x5bf	0x5be	0
0x5c1	0x5bb	0
0x5c5	0x5b6	0
0x5c6	0x5c5	0
0x5cf	0x5c6	0
0x5d1	0x5d0	0
0x5d4	0x5d3	0
0x5d5	0x5d4	0
0x5d9	0x5b4	0
0x5e3	0x5e2	0
0x5e5	0x5dd	0
0x5e6	0x5e5	0
0x5e8	0x5e7	0
0x5f4	0x5f3	0
0x5f6	0x5f5	0
0x5f8	0x5f7	0
0x5fa	0x5f9	0
0x5fc	0x5fb	0
0x604	0x603	0
0x630	0x628	0
0x632	0x631	0
0x633	0x632	0
0x635	0x634	0
0x639	0x638	0
0x63a	0x639	0
0x63c	0x635	0
0x643	0x642	0
0x64d	0x64c	0
0x678	0x670	0
0x690	0x68f	0
0x691	0x690	0
0x697	0x696	0
0x698	0x697	0
0x69e	0x69d	0
0x69f	0x69e	0
0x6e7	0x6e6	0
0x6e8	0x6e7	0
0x6ed	0x6ec	0
0x6ee	0x6ed	0
0x71e	0x71d	0
0x727	0x726	0
0x728	0x727	0
0x72b	0x724	0
0x72c	0x72b	0
0x735	0x734	0
0x736	0x735	0
0x73d	0x73c	0
0x746	0x745	0
0x747	0x746	0
0x74f	0x74e	0
0x75d	0x759	0
0x75f	0x75e	0
0x796	0x78e	0
0x79c	0x79b	0
0x79d	0x79c	0
0x7a0	0x79f	0
0x7a1	0x7a0	0
0x7a4	0x7a3	0
0x7a6	0x7a5	0
0x7a7	0x7a6	0
0x7aa	0x7a9	0
0x7ab	0x7aa	0
0x7ad	0x7ac	0
0x7b2	0x7ad	0
0x7b4	0x7a7	0
0x7b7	0x7b6	0
0x7e2	0x7da	0
0x7fa	0x7f9	0
0x7fb	0x7fa	0
0x801	0x800	0
0x802	0x801	0
0x808	0x807	0
0x809	0x808	0
0x851	0x850	0
0x852	0x851	0
0x857	0x856	0
0x858	0x857	0
0x888	0x887	0
0x891	0x890	0
0x892	0x891	0
0x895	0x88e	0
0x896	0x895	0
0x89f	0x89e	0
0x8a0	0x89f	0
0x8a7	0x8a6	0
0x8b0	0x8af	0
0x8b1	0x8b0	0
0x8b9	0x8b8	0
0x8c7	0x8c3	0
0x8c9	0x8c8	0
0x900	0x8f8	0
0x906	0x905	0
0x907	0x906	0
0x90a	0x909	0
0x90b	0x90a	0
0x90e	0x90d	0
0x910	0x90f	0
0x911	0x910	0
0x912	0x911	0
0x917	0x913	0
0x91c	0x91b	0
0x91e	0x904	0
0x925	0x924	0
0x92e	0x928	0
0x936	0x935	0
0x97a	0x979	0
0x9a8	0x9a7	0
0x9aa	0x9a9	0
0x9ae	0x9ad	0
0x9af	0x9ae	0
0x9b3	0x9b2	0
0x9b4	0x9b3	0
0x9ba	0x9b9	0
0x9bc	0x9bb	0
0x9c3	0x9c0	0
0x9ce	0x9cd	0
0x9e3	0x9e2	0
0x9e5	0x9e4	0
0xa0c	0xa07	0
0x14	0xa	2
0x14	0xb	1
0x14	0xc	0
0x6f	0x6a	2
0x6f	0x6c	1
0x6f	0x6e	0
0x76	0x73	2
0x76	0x74	1
0x76	0x75	0
0x77	0x70	2
0x77	0x71	1
0x77	0x72	0
0x79	0x67	2
0x79	0x69	1
0x79	0x78	0
0x85	0x62	2
0x85	0x63	1
0x85	0x84	0
0x8a	0x87	2
0x8a	0x88	1
0x8a	0x89	0
0xc4	0xba	2
0xc4	0xc2	1
0xc4	0xc3	0
