0xa5
0xd2
0x15f
0x22e
0x27e
0x3a4
0x8c3
0x909
0x9b0
0xa9f
0xbee
0xbf9
0xc0a
0xc2a
0xc6e
0xc79
0xc92
0xd20
0xda4
0xda9
0xdb2
0xece
0xf0c
0xf3a
0xf96
0xfcb
0x1135
0x11a3
0x11fa
0x12b0
0x12b9
0x1317
0x1336
0x13a5
0x1442
0x14fa
0x1769
0x1868
0x190a
0x19f1
0x1ad1
0x1b01
0x1b73
