0x1f9
0x265
0x291
0x2ea
0x3aa
0x3e8
0x489
0x49a
0x54e
0x5b3
0x5be
0x608
0x650
0x7b8
0x7e0
0x822
0x82d
0x898
0x8d6
0x95e
0x9a0
0xa14
0xa58
0xa8a
0xac0
0xafc
0xb22
0xb52
0xb90
0xd0c
0xfcb
0x11ba
0x122c
0x13c0
0x13f4
0x140e
0x1422
0x143e
0x1453
0x14fc
0x152a
0x153c
0x15f9
0x16ef
0x180d
0x184c
0x185c
0x18b4
0x18fa
0x1993
0x19e2
0x19f7
