0x1f4
0x48c
0x491
0x4b2
0x566
0x616
0x912
0xa62
0xab7
0xb2d
0xca2
0xcf2
0xdcb
0xe36
0xf62
0xfa5
0x1116
0x1405
0x147a
0x1484
0x15bf
0x1647
0x1660
0x1668
